layer.1 MC19 layer.2
          NA 1.562524e+01 0.000000e+00
          NA 3.111363e+00           NA
          NA 2.408144e+00 0.000000e+00
          NA 1.262085e+00 0.000000e+00
          NA 4.993583e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.005385e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 1.380809e+00           NA
          NA 1.577363e+01 0.000000e+00
          NA 7.110051e+01 0.000000e+00
          NA 1.000000e+00           NA
          NA 5.189441e+00           NA
          NA 1.957558e+00           NA
          NA 2.000000e+00           NA
          NA 2.000000e+00           NA
          NA 2.000000e+00           NA
          NA 2.000000e+00           NA
          NA 2.000000e+00           NA
          NA 2.000000e+00           NA
          NA 2.000000e+00           NA
          NA 4.446252e+01 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 9.023139e+01           NA
          NA 5.560779e+01 0.000000e+00
          NA 5.075957e+01           NA
          NA 2.008598e+00           NA
          NA 1.000000e+00           NA
          NA 9.399239e+01 0.000000e+00
          NA 2.000000e+00           NA
          NA 7.510871e+01 0.000000e+00
          NA 9.400000e+01           NA
          NA 4.986914e+00 0.000000e+00
          NA 1.339433e+00           NA
          NA 3.012912e+01           NA
          NA 7.303741e+01           NA
          NA 2.000000e+00           NA
          NA 2.033509e+01           NA
          NA 2.193137e+00           NA
          NA 4.540958e+01 0.000000e+00
          NA 2.000000e+00           NA
          NA 2.000000e+00           NA
          NA 9.342311e+01           NA
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 9.400000e+01 0.000000e+00
          NA 8.426375e+01 0.000000e+00
          NA 6.025340e+01 0.000000e+00
          NA 4.597855e+01 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.000000e+00           NA
          NA 1.000000e+00           NA
          NA 7.191445e+01           NA
          NA 3.387141e+00 0.000000e+00
          NA 9.400000e+01 0.000000e+00
          NA 1.980439e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 9.395883e+01 0.000000e+00
          NA 7.149584e+01 0.000000e+00
          NA 9.194543e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.000000e+00           NA
          NA 1.007863e+00           NA
          NA 1.883396e+00           NA
          NA 1.537457e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 2.508324e+00 0.000000e+00
          NA 9.399473e+01 0.000000e+00
          NA 9.400000e+01 0.000000e+00
          NA 2.000000e+00           NA
          NA 2.000463e+00 0.000000e+00
          NA 5.567793e+01           NA
          NA 2.000000e+00           NA
          NA 9.400000e+01 0.000000e+00
          NA 3.659233e+00           NA
          NA 2.000000e+00           NA
          NA 2.000000e+00           NA
          NA 1.009942e+00           NA
          NA 2.000000e+00           NA
          NA 9.388967e+01 0.000000e+00
          NA 5.115484e+01 0.000000e+00
          NA 2.000000e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 2.044902e+00           NA
          NA 4.783448e+01 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 5.361458e+00 0.000000e+00
          NA 1.660852e+00           NA
          NA 3.851542e+00           NA
          NA 9.400000e+01 0.000000e+00
          NA 8.956459e+01           NA
          NA 1.296845e+00           NA
          NA 2.000663e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 5.950934e+01 0.000000e+00
          NA 6.348132e+01 0.000000e+00
          NA 2.009915e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 1.006862e+00           NA
          NA 2.000000e+00           NA
          NA 5.053397e+01           NA
          NA 2.000000e+00 0.000000e+00
          NA 7.552657e+01           NA
          NA 5.514403e+00 0.000000e+00
          NA 4.326099e+00           NA
          NA 7.134922e+01 0.000000e+00
          NA 4.854574e+00           NA
          NA 5.720525e+01 0.000000e+00
          NA 9.400000e+01 0.000000e+00
          NA 2.198311e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 6.741767e+01           NA
          NA 2.000000e+00 0.000000e+00
          NA 1.747063e+01           NA
          NA 8.351103e+01 0.000000e+00
          NA 2.462094e+00 0.000000e+00
          NA 3.186598e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 1.555797e+00           NA
          NA 1.000000e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 9.368701e+01 0.000000e+00
          NA 6.416645e+01 0.000000e+00
          NA 1.246344e+00           NA
          NA 3.773981e+00 0.000000e+00
          NA 3.834896e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 1.000000e+00           NA
          NA 1.000000e+00           NA
          NA 1.996284e+00           NA
          NA 1.260624e+00           NA
          NA 2.000000e+00           NA
          NA 2.000000e+00           NA
          NA 4.861141e+01 0.000000e+00
          NA 2.000000e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 9.242739e+01           NA
          NA 9.026382e+01 0.000000e+00
          NA 1.000000e+00           NA
          NA 9.400000e+01 0.000000e+00
          NA 8.239436e+01 0.000000e+00
          NA 4.492284e+01 0.000000e+00
          NA 9.338092e+01 0.000000e+00
          NA 1.884179e+01 0.000000e+00
          NA 2.000000e+00           NA
          NA 9.400000e+01 0.000000e+00
          NA 2.000000e+00           NA
          NA 2.287811e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 3.563062e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 1.024198e+00           NA
          NA 9.400000e+01           NA
          NA 2.015701e+00 0.000000e+00
          NA 3.354316e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 9.400000e+01 0.000000e+00
          NA 1.005613e+00           NA
          NA 2.000000e+00           NA
          NA 9.358208e+01 0.000000e+00
          NA 1.379971e+00           NA
          NA 1.536953e+00           NA
          NA 4.139745e+00 0.000000e+00
          NA 7.340776e+01           NA
          NA 4.733747e+01 0.000000e+00
          NA 1.452857e+00           NA
          NA 2.000000e+00           NA
          NA 2.000000e+00           NA
          NA 5.510111e+01 0.000000e+00
          NA 8.827415e+01 0.000000e+00
          NA 9.400000e+01 0.000000e+00
          NA 2.000000e+00           NA
          NA 1.688992e+00           NA
          NA 2.000000e+00           NA
          NA 5.515546e+01           NA
          NA 9.361256e+01 0.000000e+00
          NA 1.718800e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 5.219972e+01 0.000000e+00
          NA 2.214631e+00 0.000000e+00
          NA 2.358496e+01           NA
          NA 9.369873e+01           NA
          NA 9.400000e+01           NA
          NA 1.824435e+00           NA
          NA 2.000000e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 2.940545e+00 0.000000e+00
          NA 9.376572e+01 0.000000e+00
          NA 9.359224e+01 0.000000e+00
          NA 6.037778e+01 0.000000e+00
          NA 8.193354e+01           NA
          NA 2.000000e+00           NA
          NA 6.513693e+01           NA
          NA 1.801586e+00           NA
          NA 2.000000e+00           NA
          NA 2.000000e+00           NA
          NA 1.000000e+00           NA
          NA 1.170055e+00           NA
          NA 2.000000e+00           NA
          NA 1.691207e+00           NA
          NA 4.209741e+01           NA
          NA 5.394731e+00           NA
          NA 1.343856e+00           NA
          NA 2.001717e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 9.400000e+01 0.000000e+00
          NA 1.111556e+00           NA
          NA 9.400000e+01 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.214439e+00 0.000000e+00
          NA 1.710364e+00           NA
          NA 2.580903e+00 0.000000e+00
          NA 1.488239e+00           NA
          NA 2.645591e+00 0.000000e+00
          NA 4.224431e+01 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000976e+00 0.000000e+00
          NA 1.000000e+00           NA
          NA 9.400000e+01 0.000000e+00
          NA 2.000000e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 1.000000e+00           NA
          NA 2.000000e+00           NA
          NA 2.000000e+00           NA
          NA 1.000000e+00           NA
          NA 8.428465e+01 0.000000e+00
          NA 7.689201e+01           NA
          NA 1.000000e+00           NA
          NA 4.942763e+00 0.000000e+00
          NA 2.367347e+01 0.000000e+00
          NA 8.257805e+01           NA
          NA 6.094292e+01 0.000000e+00
          NA 1.172313e+00           NA
          NA 2.000000e+00           NA
          NA 8.451495e+01           NA
          NA 9.400000e+01 0.000000e+00
          NA 2.001981e+00 0.000000e+00
          NA 8.432100e+01           NA
          NA 2.000000e+00           NA
          NA 9.309875e+01           NA
          NA 1.000000e+00           NA
          NA 2.000000e+00           NA
          NA 1.943268e+01 0.000000e+00
          NA 8.961449e+01 0.000000e+00
          NA 2.728042e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 1.954606e+00           NA
          NA 9.400000e+01           NA
          NA 5.010819e+01           NA
          NA 2.000000e+00           NA
          NA 5.313450e+01 0.000000e+00
          NA 3.147188e+00 0.000000e+00
          NA 5.961537e+00           NA
          NA 5.999860e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.252656e+01 0.000000e+00
          NA 9.163195e+01 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 9.299343e+01 0.000000e+00
          NA 8.547116e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 9.232330e+01           NA
          NA 1.970895e+00           NA
          NA 9.400000e+01           NA
          NA 4.981434e+01           NA
          NA 2.000000e+00           NA
          NA 1.161319e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 1.974792e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 3.525743e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 2.000000e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 1.769304e+00           NA
          NA 2.000000e+00           NA
          NA 1.000000e+00           NA
          NA 2.108913e+01           NA
          NA 9.400000e+01           NA
          NA 3.388620e+00 0.000000e+00
          NA 9.400000e+01 0.000000e+00
          NA 6.106194e+00           NA
          NA 6.606674e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.691330e+00           NA
          NA 6.981771e+01 0.000000e+00
          NA 7.139750e+01 0.000000e+00
          NA 8.902745e+00           NA
          NA 1.626741e+00           NA
          NA 2.000000e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 5.317451e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 9.378261e+01 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 7.159252e+01           NA
          NA 2.000376e+00 0.000000e+00
          NA 3.452134e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.000000e+00           NA
          NA 1.000000e+00           NA
          NA 9.400000e+01 0.000000e+00
          NA 2.000000e+00           NA
          NA 2.963128e+00 0.000000e+00
          NA 2.324624e+01 0.000000e+00
          NA 2.990569e+00 0.000000e+00
          NA 7.846936e+01 0.000000e+00
          NA 6.605103e+00 0.000000e+00
          NA 5.389874e+01           NA
          NA 1.884788e+00           NA
          NA 2.002321e+00           NA
          NA 2.000000e+00           NA
          NA 2.000000e+00           NA
          NA 9.400000e+01 0.000000e+00
          NA 1.816492e+00 0.000000e+00
          NA 7.255735e+01           NA
          NA 9.395959e+01 0.000000e+00
          NA 4.365767e+01           NA
          NA 2.000000e+00           NA
          NA 2.004596e+00           NA
          NA 9.388103e+01 0.000000e+00
          NA 1.000113e+00           NA
          NA 9.400000e+01 0.000000e+00
          NA 2.000000e+00           NA
          NA 2.000000e+00           NA
          NA 5.999900e+00 0.000000e+00
          NA 9.390295e+01 0.000000e+00
          NA 2.000000e+00           NA
          NA 2.000000e+00           NA
          NA 1.000000e+00           NA
          NA 1.000000e+00           NA
          NA 1.000452e+00           NA
          NA 1.000000e+00           NA
          NA 2.000000e+00           NA
          NA 1.937338e+00           NA
          NA 2.000000e+00           NA
          NA 4.489932e+00 0.000000e+00
          NA 2.000050e+00 0.000000e+00
          NA 5.954280e+00           NA
          NA 1.000000e+00           NA
          NA 1.890609e+00           NA
          NA 1.111780e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 3.017489e+00 0.000000e+00
          NA 2.001560e+00 0.000000e+00
          NA 1.000000e+00           NA
          NA 1.246147e+00           NA
          NA 4.265292e+01           NA
          NA 2.000000e+00           NA
          NA 1.000000e+00           NA
          NA 1.000000e+00           NA
          NA 9.342500e+01 0.000000e+00
          NA 1.000000e+00           NA
          NA 2.000000e+00           NA
          NA 1.000000e+00           NA
          NA 9.400000e+01 0.000000e+00
          NA 1.998168e+01           NA
          NA 2.000000e+00           NA
          NA 1.000000e+00           NA
          NA 1.000000e+00           NA
          NA 8.752893e+01           NA
          NA 6.220531e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 5.826520e+00 0.000000e+00
          NA 9.397192e+01 0.000000e+00
          NA 4.108820e+01           NA
          NA 1.885351e+00           NA
          NA 6.155658e+01 0.000000e+00
          NA 4.704305e+01           NA
          NA 2.000000e+00           NA
          NA 3.044278e+00 0.000000e+00
          NA 2.616176e+01 0.000000e+00
          NA 1.000000e+00           NA
          NA 8.729895e+01 0.000000e+00
          NA 9.400000e+01 0.000000e+00
          NA 1.000000e+00           NA
          NA 2.578017e+00 1.000000e+00
          NA 9.400000e+01 0.000000e+00
          NA 9.397370e+01 0.000000e+00
          NA 1.000000e+00           NA
          NA 6.261990e+01           NA
          NA 1.000000e+00           NA
          NA 1.000000e+00           NA
          NA 5.551486e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.765655e+00           NA
          NA 2.000000e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.072679e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.134632e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 1.549879e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 7.422356e+01 0.000000e+00
          NA 1.549775e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 4.523592e+00 0.000000e+00
          NA 4.259407e+01 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.497744e+00 0.000000e+00
          NA 1.000000e+00           NA
          NA 2.770327e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 5.822317e+00 0.000000e+00
          NA 1.512253e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.359645e+00 0.000000e+00
          NA 1.828824e+00 0.000000e+00
          NA 3.274427e+01 0.000000e+00
          NA 1.000000e+00           NA
          NA 1.000000e+00 0.000000e+00
          NA 6.239927e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 6.187931e+01 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.400370e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 7.322155e+00 0.000000e+00
          NA 6.839099e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.760676e+00 0.000000e+00
          NA 2.467380e+00 0.000000e+00
          NA 2.931651e+01 0.000000e+00
          NA 2.000000e+00           NA
          NA 1.568982e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 1.920470e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.708677e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 1.000000e+00 0.000000e+00
          NA 1.488698e+00 0.000000e+00
          NA 1.880705e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 3.189557e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 1.000000e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 7.711211e+01 0.000000e+00
          NA 1.084633e+00           NA
          NA 1.000000e+00 0.000000e+00
          NA 1.029625e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.799262e+00 0.000000e+00
          NA 1.907065e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.885342e+00 0.000000e+00
          NA 5.777857e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.715368e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.410876e+00 0.000000e+00
          NA 5.173651e+00 0.000000e+00
          NA 8.778036e+01 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.975602e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.541193e+00 0.000000e+00
          NA 1.000000e+00           NA
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 1.064988e+01 0.000000e+00
          NA 1.263712e+00 0.000000e+00
          NA 1.942867e+00 0.000000e+00
          NA 1.512339e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.743979e+00 0.000000e+00
          NA 1.768398e+00 0.000000e+00
          NA 2.562812e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 4.884132e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.045578e+00           NA
          NA 6.265567e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.708853e+00 0.000000e+00
          NA 1.894544e+00 0.000000e+00
          NA 1.232782e+00 0.000000e+00
          NA 3.516618e+01 0.000000e+00
          NA 2.000000e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 7.254609e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.063808e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.183771e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00 1.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.108032e+00 0.000000e+00
          NA 7.740953e+01 0.000000e+00
          NA 6.918081e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 6.987601e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 9.806643e+00 0.000000e+00
          NA 5.714155e+00 0.000000e+00
          NA 4.762518e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 1.117995e+00           NA
          NA 2.000000e+00           NA
          NA 1.659917e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.000000e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 4.405576e+01 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.370427e+00 0.000000e+00
          NA 1.079769e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.743961e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.777333e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00 1.000000e+00
          NA 5.578487e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.500431e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.032883e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 3.766353e+00 0.000000e+00
          NA 1.995845e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.103037e+01 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 7.147159e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.395468e+00 0.000000e+00
          NA 1.956333e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 7.799089e+00 0.000000e+00
          NA 1.972199e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.000000e+00           NA
          NA 1.088127e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 3.243863e+01 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.653724e+01 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.644153e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.069349e+01 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 4.617800e+01 0.000000e+00
          NA 2.000000e+00 1.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.870890e+01 0.000000e+00
          NA 2.000000e+00 1.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.123332e+01 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.967913e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 3.123653e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00           NA
          NA 1.058380e+00           NA
          NA 1.974990e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.251304e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.984854e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.152437e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 6.807893e+01 0.000000e+00
          NA 2.000000e+00           NA
          NA 2.022964e+01 0.000000e+00
          NA 4.148202e+00 0.000000e+00
          NA 1.108501e+00 0.000000e+00
          NA 7.596602e+01 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 6.783650e+00 0.000000e+00
          NA 6.164278e+00 0.000000e+00
          NA 3.395045e+01 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.180223e+00 0.000000e+00
          NA 1.591880e+01 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 5.620361e+01 0.000000e+00
          NA 1.235565e+01 0.000000e+00
          NA 2.934447e+01 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.537865e+01 0.000000e+00
          NA 1.492255e+00 0.000000e+00
          NA 1.066867e+01 0.000000e+00
          NA 7.046536e+01 0.000000e+00
          NA 2.000000e+00 1.000000e+00
          NA 1.000000e+00           NA
          NA 1.126835e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 6.373544e+01 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.987442e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.917931e+00           NA
          NA 1.957113e+01 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.196803e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.112303e+00 0.000000e+00
          NA 4.002287e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.550924e+00 0.000000e+00
          NA 1.994002e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.932444e+00 0.000000e+00
          NA 1.462066e+00           NA
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 6.483631e+01 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.589073e+01 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 3.090161e+00 0.000000e+00
          NA 1.000000e+00           NA
          NA 7.044429e+01 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.000000e+00           NA
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 3.061683e+00 0.000000e+00
          NA 1.000000e+00           NA
          NA 2.932441e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.942760e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 3.775584e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 6.057969e+01 0.000000e+00
          NA 1.000000e+00 0.000000e+00
          NA 2.000000e+00 0.000000e+00
