fid,DN,Area
30078,"1",1853.701
30079,"1",1600.923
30080,"1",337.037
30081,"1",7246.285
30082,"1",421.296
30083,"1",842.592
30084,"1",7246.276
30085,"1",252.777
30086,"1",168.518
30087,"1",84.259
30088,"1",168.518
30089,"1",2106.480
30090,"1",84.259
30091,"1",337.037
30092,"1",84.259
30093,"1",84.259
30094,"1",337.037
30095,"1",1095.369
30096,"1",84.259
30097,"1",842.592
30098,"1",48280.262
30099,"1",1516.666
30100,"1",337.037
30101,"1",84.259
30102,"1",1095.369
30103,"1",84.259
30104,"1",842.592
30105,"1",252.778
30106,"1",1011.110
30107,"1",168.518
30108,"1",84.259
30109,"1",168.518
30110,"1",39433.152
30111,"1",589.815
30112,"1",84.259
30113,"1",84.259
30114,"1",84.259
30115,"1",84.259
30116,"1",26625.797
30117,"1",84.259
30118,"1",84.259
30119,"1",84.259
30120,"1",84.259
30121,"1",1600.925
30122,"1",2696.295
30123,"1",5392.592
30124,"1",842.593
30125,"1",1011.111
30126,"1",3201.852
30127,"1",589.815
30128,"1",926.852
30129,"1",674.074
30130,"1",337.037
30131,"1",1348.149
30132,"1",84.259
30133,"1",84.259
30134,"1",84.259
30135,"1",2359.262
30136,"1",2780.559
30137,"1",589.815
30138,"1",9184.260
30139,"1",84.259
30140,"1",674.074
30141,"1",2780.555
30142,"1",1348.149
30143,"1",84.259
30144,"1",84.259
30145,"1",337.037
30146,"1",84.259
30147,"1",168.519
30148,"1",337.037
30149,"1",1011.112
30150,"1",168.519
30151,"1",2864.816
30152,"1",758.334
30153,"1",84.259
30154,"1",84.259
30155,"1",84.259
30156,"1",337.037
30157,"1",337.037
30158,"1",505.556
30159,"1",589.815
30160,"1",84.259
30161,"1",168.519
30162,"1",78866.204
30163,"1",284709.960
30164,"1",2359.261
30165,"1",3117.600
30166,"1",6403.714
30167,"1",76507.336
30168,"1",13481.455
30169,"1",3875.935
30170,"1",1600.929
30171,"1",2864.822
30172,"1",12891.688
30173,"1",842.594
30174,"1",421.297
30175,"1",589.816
30176,"1",2949.079
30177,"1",674.075
30178,"1",337.038
30179,"1",4887.047
30180,"1",337.038
30181,"1",337.038
30182,"1",337.038
30183,"1",337.038
30184,"1",1348.151
30185,"1",31175.925
30186,"1",842.595
30187,"1",589.816
30188,"1",337.038
30189,"1",168.519
30190,"1",421.297
30191,"1",168.519
30192,"1",505.557
30193,"1",84.259
30194,"1",168.519
30195,"1",84.260
30196,"1",84.260
30197,"1",84.260
30198,"1",2612.044
30199,"1",421.298
30200,"1",4634.273
30201,"1",842.596
30202,"1",84.260
30203,"1",84.260
30204,"1",1179.633
30205,"1",337.038
30206,"1",168.519
30207,"1",84.260
30208,"1",84.260
30209,"1",589.817
30210,"1",168.519
30211,"1",589.817
30212,"1",168.519
30213,"1",84.260
30214,"1",84.260
30215,"1",84.260
30216,"1",84.260
30217,"1",168.519
30218,"1",84.260
30219,"1",84.260
30220,"1",84.260
30221,"1",6909.273
30222,"1",1544861.802
30223,"1",2612.045
30224,"1",47100.933
30225,"1",17863.000
30226,"1",15840.787
30227,"1",589.817
30228,"1",1853.712
30229,"1",1348.154
30230,"1",421.298
30231,"1",84.260
30232,"1",337.039
30233,"1",6487.993
30234,"1",1600.934
30235,"1",84.260
30236,"1",1769.453
30237,"1",84.260
30238,"1",421.298
30239,"1",337.039
30240,"1",168.519
30241,"1",505.558
30242,"1",168.519
30243,"1",337.039
30244,"1",11880.593
30245,"1",84.260
30246,"1",589.818
30247,"1",84.260
30248,"1",84.260
30249,"1",252.779
30250,"1",674.078
30251,"1",84.260
30252,"1",84.260
30253,"1",421.299
30254,"1",926.857
30255,"1",834315.101
30256,"1",3875.945
30257,"1",223960.298
30258,"1",32187.093
30259,"1",4887.065
30260,"1",6487.986
30261,"1",2949.090
30262,"1",45247.316
30263,"1",842.597
30264,"1",77602.984
30265,"1",589.818
30266,"1",2359.275
30267,"1",337.039
30268,"1",337.039
30269,"1",589.819
30270,"1",589.819
30271,"1",84.260
30272,"1",84.260
30273,"1",84.260
30274,"1",337.039
30275,"1",337.039
30276,"1",5392.622
30277,"1",1600.937
30278,"1",2443.533
30279,"1",84.260
30280,"1",84.260
30281,"1",84.260
30282,"1",589.819
30283,"1",84.260
30284,"1",758.338
30285,"1",842.598
30286,"1",84.260
30287,"1",168.520
30288,"1",84.260
30289,"1",674.079
30290,"1",84.260
30291,"1",84.260
30292,"1",84.260
30293,"1",505.559
30294,"1",337.039
30295,"1",168.520
30296,"1",84.260
30297,"1",84.260
30298,"1",84.260
30299,"1",84.260
30300,"1",84.260
30301,"1",84.260
30302,"1",84.260
30303,"1",84.260
30304,"1",3875.956
30305,"1",3791.697
30306,"1",2443.537
30307,"1",337.040
30308,"1",337.040
30309,"1",2864.841
30310,"1",1095.380
30311,"1",1769.457
30312,"1",2359.280
30313,"1",1348.159
30314,"1",16093.626
30315,"1",168.520
30316,"1",84.260
30317,"1",5898.188
30318,"1",589.820
30319,"1",84.260
30320,"1",2443.539
30321,"1",589.820
30322,"1",589.820
30323,"1",84.260
30324,"1",674.080
30325,"1",84.260
30326,"1",2359.281
30327,"1",589.820
30328,"1",84.260
30329,"1",84.260
30330,"1",84.260
30331,"1",337.040
30332,"1",2190.761
30333,"1",589.820
30334,"1",337.040
30335,"1",168.520
30336,"1",337.040
30337,"1",1348.161
30338,"1",252.780
30339,"1",337.040
30340,"1",1600.941
30341,"1",337.040
30342,"1",337.040
30343,"1",1600.941
30344,"1",1348.161
30345,"1",337.040
30346,"1",252.780
30347,"1",2275.022
30348,"1",842.601
30349,"1",10111.189
30350,"1",6740.804
30351,"1",1853.722
30352,"1",1348.161
30353,"1",589.821
30354,"1",3117.621
30355,"1",2190.763
30356,"1",7920.441
30357,"1",842.601
30358,"1",1853.722
30359,"1",2022.242
30360,"1",337.041
30361,"1",337.041
30362,"1",168.520
30363,"1",1095.382
30364,"1",1600.942
30365,"1",84.260
30366,"1",84.260
30367,"1",17273.305
30368,"1",84.260
30369,"1",252.781
30370,"1",252.780
30371,"1",5224.129
30372,"1",421.301
30373,"1",337.041
30374,"1",337.041
30375,"1",168.520
30376,"1",337.041
30377,"1",1600.944
30378,"1",84.260
30379,"1",1095.382
30380,"1",168.520
30381,"1",84.260
30382,"1",84.260
30383,"1",10363.983
30384,"1",168.520
30385,"1",168.520
30386,"1",337.041
30387,"1",84.260
30388,"1",337.041
30389,"1",1095.383
30390,"1",84.260
30391,"1",252.781
30392,"1",337.041
30393,"1",84.260
30394,"1",168.520
30395,"1",36653.060
30396,"1",5139.866
30397,"1",3623.191
30398,"1",9942.672
30399,"1",2612.067
30400,"1",337.041
30401,"1",337.041
30402,"1",1179.645
30403,"1",84.260
30404,"1",421.302
30405,"1",84.260
30406,"1",1853.727
30407,"1",19295.561
30408,"1",84.260
30409,"1",84.260
30410,"1",337.041
30411,"1",337.041
30412,"1",84.260
30413,"1",168.521
30414,"1",337.041
30415,"1",337.041
30416,"1",2022.248
30417,"1",168.521
30418,"1",84.260
30419,"1",168.521
30420,"1",168.521
30421,"1",1853.726
30422,"1",1600.947
30423,"1",84.260
30424,"1",589.823
30425,"1",84.260
30426,"1",2190.772
30427,"1",1348.166
30428,"1",337.041
30429,"1",1432.425
30430,"1",84.260
30431,"1",84.260
30432,"1",84.260
30433,"1",84.260
30434,"1",84.260
30435,"1",337.042
30436,"1",84.260
30437,"1",168.521
30438,"1",337.042
30439,"1",84.260
30440,"1",337.042
30441,"1",84.260
30442,"1",84.260
30443,"1",84.260
30444,"1",252.781
30445,"1",252.781
30446,"1",84.260
30447,"1",337.042
30448,"1",8341.781
30449,"1",96477.055
30450,"1",3370.416
30451,"1",2359.290
30452,"1",2359.289
30453,"1",58897.678
30454,"1",589.823
30455,"1",28142.896
30456,"1",252.781
30457,"1",505.563
30458,"1",337.042
30459,"1",2527.814
30460,"1",505.563
30461,"1",168.521
30462,"1",2864.857
30463,"1",1600.950
30464,"1",84.260
30465,"1",589.823
30466,"1",84.260
30467,"1",84.260
30468,"1",8173.269
30469,"1",1263.908
30470,"1",926.865
30471,"1",4128.763
30472,"1",168.521
30473,"1",84.260
30474,"1",168.521
30475,"1",168.521
30476,"1",84.261
30477,"1",926.866
30478,"1",84.261
30479,"1",337.042
30480,"1",2359.296
30481,"1",84.261
30482,"1",2359.296
30483,"1",84.261
30484,"1",7836.222
30485,"1",589.824
30486,"1",168.521
30487,"1",168.521
30488,"1",337.042
30489,"1",505.564
30490,"1",84.261
30491,"1",842.606
30492,"1",84.261
30493,"1",84.261
30494,"1",589.824
30495,"1",168.521
30496,"1",168.521
30497,"1",252.782
30498,"1",19464.178
30499,"1",4128.765
30500,"1",5392.675
30501,"1",4128.768
30502,"1",5645.460
30503,"1",2190.775
30504,"1",842.606
30505,"1",2275.038
30506,"1",842.606
30507,"1",4971.379
30508,"1",589.825
30509,"1",337.043
30510,"1",35557.693
30511,"1",337.043
30512,"1",1853.734
30513,"1",505.564
30514,"1",337.043
30515,"1",1263.910
30516,"1",1348.171
30517,"1",1853.734
30518,"1",2190.777
30519,"1",1685.213
30520,"1",1179.650
30521,"1",505.564
30522,"1",421.303
30523,"1",337.043
30524,"1",337.043
30525,"1",674.086
30526,"1",84.261
30527,"1",168.521
30528,"1",25278.062
30529,"1",334931.963
30530,"1",12217.787
30531,"1",3623.208
30532,"1",4044.509
30533,"1",15588.218
30534,"1",8257.555
30535,"1",1786110.163
30536,"1",61257.211
30537,"1",1095.390
30538,"1",25867.990
30539,"1",3370.429
30540,"1",842.607
30541,"1",2864.861
30542,"1",589.825
30543,"1",4381.558
30544,"1",3286.170
30545,"1",4887.122
30546,"1",842.608
30547,"1",1011.130
30548,"1",337.043
30549,"1",84.261
30550,"1",337.043
30551,"1",337.043
30552,"1",337.043
30553,"1",4381.562
30554,"1",435621.499
30555,"1",1348.173
30556,"1",84.261
30557,"1",1853.738
30558,"1",337.043
30559,"1",168.522
30560,"1",84.261
30561,"1",56117.379
30562,"1",84.261
30563,"1",1011.129
30564,"1",505.565
30565,"1",842.608
30566,"1",337.043
30567,"1",84.261
30568,"1",84.261
30569,"1",84.261
30570,"1",589.826
30571,"1",4381.563
30572,"1",1348.174
30573,"1",84.261
30574,"1",1348.174
30575,"1",2612.088
30576,"1",758.348
30577,"1",84.261
30578,"1",84.261
30579,"1",84.261
30580,"1",252.783
30581,"1",2275.043
30582,"1",168.522
30583,"1",168.522
30584,"1",168.522
30585,"1",84.261
30586,"1",337.044
30587,"1",84.261
30588,"1",84.261
30589,"1",84.261
30590,"1",84.261
30591,"1",84.261
30592,"1",168.522
30593,"1",1853.739
30594,"1",337.044
30595,"1",252.783
30596,"1",37664.198
30597,"1",5989686.902
30598,"1",12386.325
30599,"1",7583.470
30600,"1",14829.897
30601,"1",24351.317
30602,"1",505.566
30603,"1",589.827
30604,"1",32945.960
30605,"1",2359.306
30606,"1",168.522
30607,"1",337.044
30608,"1",84.261
30609,"1",84.261
30610,"1",84.261
30611,"1",84.261
30612,"1",84.261
30613,"1",84.261
30614,"1",84.261
30615,"1",84.261
30616,"1",84.261
30617,"1",337.044
30618,"1",84.261
30619,"1",84.261
30620,"1",84.261
30621,"1",84.261
30622,"1",337.044
30623,"1",337.044
30624,"1",337.044
30625,"1",337.044
30626,"1",505.566
30627,"1",168.522
30628,"1",505.566
30629,"1",589.827
30630,"1",168.522
30631,"1",84.261
30632,"1",7246.436
30633,"1",337.044
30634,"1",84.261
30635,"1",337.044
30636,"1",4887.140
30637,"1",337.044
30638,"1",84.261
30639,"1",84.261
30640,"1",2275.048
30641,"1",84.261
30642,"1",337.044
30643,"1",84.261
30644,"1",337.044
30645,"1",2949.135
30646,"1",505.566
30647,"1",337.044
30648,"1",84.261
30649,"1",84.261
30650,"1",21486.483
30651,"1",84.261
30652,"1",337.044
30653,"1",84.261
30654,"1",84.261
30655,"1",5392.704
30656,"1",3538.966
30657,"1",3623.227
30658,"1",4381.580
30659,"1",589.828
30660,"1",842.611
30661,"1",1516.700
30662,"1",1348.178
30663,"1",337.044
30664,"1",3117.662
30665,"1",84.261
30666,"1",252.783
30667,"1",84.261
30668,"1",84.261
30669,"1",84.261
30670,"1",252.783
30671,"1",84.261
30672,"1",3117.660
30673,"1",84.261
30674,"1",337.045
30675,"1",84.261
30676,"1",84.261
30677,"1",84.261
30678,"1",505.567
30679,"1",337.045
30680,"1",84.261
30681,"1",84.261
30682,"1",337.045
30683,"1",421.306
30684,"1",84.261
30685,"1",84.261
30686,"1",84.261
30687,"1",84.261
30688,"1",84.261
30689,"1",84.261
30690,"1",421.306
30691,"1",168.522
30692,"1",84.261
30693,"1",589.829
30694,"1",84.261
30695,"1",216043.862
30696,"1",5645.509
30697,"1",52241.798
30698,"1",842.613
30699,"1",3336281.279
30700,"1",6909.420
30701,"1",674.090
30702,"1",33451.686
30703,"1",337.045
30704,"1",337.045
30705,"1",337.045
30706,"1",2612.101
30707,"1",5139.937
30708,"1",337.045
30709,"1",674.090
30710,"1",589.829
30711,"1",337.045
30712,"1",337.045
30713,"1",1348.181
30714,"1",168.523
30715,"1",2022.271
30716,"1",168.523
30717,"1",421.307
30718,"1",84.261
30719,"1",84.261
30720,"1",168.523
30721,"1",2696.363
30722,"1",84.261
30723,"1",84.261
30724,"1",84.261
30725,"1",84.261
30726,"1",64206.905
30727,"1",18031.900
30728,"1",13229.032
30729,"1",6909.435
30730,"1",3623.238
30731,"1",7499.262
30732,"1",4128.807
30733,"1",674.091
30734,"1",12807.666
30735,"1",3370.458
30736,"1",84.261
30737,"1",84.261
30738,"1",589.830
30739,"1",337.046
30740,"1",84.261
30741,"1",45838.072
30742,"1",84.261
30743,"1",84.261
30744,"1",84.261
30745,"1",842.615
30746,"1",84.261
30747,"1",84.261
30748,"1",168.523
30749,"1",84.262
30750,"1",9184.487
30751,"1",1938.015
30752,"1",84.262
30753,"1",84.262
30754,"1",84.262
30755,"1",758.354
30756,"1",337.046
30757,"1",337.046
30758,"1",168.523
30759,"1",1600.968
30760,"1",23508.878
30761,"1",84.262
30762,"1",1011.139
30763,"1",84.262
30764,"1",84.262
30765,"1",842.616
30766,"1",337.046
30767,"1",84.262
30768,"1",168.523
30769,"1",84.262
30770,"1",337.046
30771,"1",842.616
30772,"1",84.262
30773,"1",252.785
30774,"1",84.262
30775,"1",84.262
30776,"1",84.262
30777,"1",84.262
30778,"1",421.308
30779,"1",421.308
30780,"1",84.262
30781,"1",6909.450
30782,"1",3117.676
30783,"1",27637.668
30784,"1",1600.970
30785,"1",842.616
30786,"1",7499.287
30787,"1",252.785
30788,"1",337.046
30789,"1",4128.817
30790,"1",84.262
30791,"1",84.262
30792,"1",337.047
30793,"1",84.262
30794,"1",337.047
30795,"1",505.570
30796,"1",84.262
30797,"1",168.523
30798,"1",84.262
30799,"1",505.570
30800,"1",926.879
30801,"1",842.617
30802,"1",84.262
30803,"1",674.093
30804,"1",337.047
30805,"1",84.262
30806,"1",14998.545
30807,"1",4887.168
30808,"1",13566.121
30809,"1",5477.009
30810,"1",2359.329
30811,"1",674.094
30812,"1",19801.496
30813,"1",337.047
30814,"1",589.832
30815,"1",589.832
30816,"1",84.262
30817,"1",84.262
30818,"1",9690.074
30819,"1",1600.973
30820,"1",84.262
30821,"1",5898.325
30822,"1",252.785
30823,"1",84.262
30824,"1",589.833
30825,"1",84.262
30826,"1",337.047
30827,"1",337.047
30828,"1",84.262
30829,"1",842.618
30830,"1",84.262
30831,"1",252.786
30832,"1",337.047
30833,"1",84.262
30834,"1",84.262
30835,"1",84.262
30836,"1",337.047
30837,"1",337.047
30838,"1",337.047
30839,"1",337.048
30840,"1",9184.527
30841,"1",15841.190
30842,"1",3201.949
30843,"1",4634.404
30844,"1",9690.118
30845,"1",15925.477
30846,"1",1685.238
30847,"1",63027.702
30848,"1",1938.024
30849,"1",107180.204
30850,"1",15251.382
30851,"1",2022.287
30852,"1",505.572
30853,"1",1853.762
30854,"1",2359.334
30855,"1",337.048
30856,"1",168.524
30857,"1",842.620
30858,"1",5224.241
30859,"1",168.524
30860,"1",758.357
30861,"1",84.262
30862,"1",337.048
30863,"1",84.262
30864,"1",84.262
30865,"1",2864.906
30866,"1",84.262
30867,"1",84.262
30868,"1",5645.551
30869,"1",168.524
30870,"1",84.262
30871,"1",842.620
30872,"1",84.262
30873,"1",84.262
30874,"1",84.262
30875,"1",84.262
30876,"1",84.262
30877,"1",22582.163
30878,"1",337.048
30879,"1",84.262
30880,"1",84.262
30881,"1",84.262
30882,"1",8426.194
30883,"1",1516.717
30884,"1",6656.708
30885,"1",6151.123
30886,"1",3201.960
30887,"1",421.310
30888,"1",1263.931
30889,"1",1348.193
30890,"1",2527.862
30891,"1",842.621
30892,"1",1600.980
30893,"1",337.048
30894,"1",168.524
30895,"1",4128.842
30896,"1",3201.972
30897,"1",84.262
30898,"1",84.262
30899,"1",84.262
30900,"1",252.786
30901,"1",207283.219
30902,"1",252.786
30903,"1",337.049
30904,"1",84.262
30905,"1",84.262
30906,"1",337.049
30907,"1",84.262
30908,"1",84.262
30909,"1",674.097
30910,"1",337.049
30911,"1",84.262
30912,"1",84.262
30913,"1",84.262
30914,"1",84.262
30915,"1",84.262
30916,"1",589.835
30917,"1",505.573
30918,"1",84.262
30919,"1",505.573
30920,"1",4213.106
30921,"1",84.262
30922,"1",1853.768
30923,"1",5982.611
30924,"1",48871.990
30925,"1",14071.781
30926,"1",589.836
30927,"1",589.836
30928,"1",84.262
30929,"1",337.049
30930,"1",12976.345
30931,"1",84.262
30932,"1",84.262
30933,"1",6151.152
30934,"1",1769.507
30935,"1",7920.640
30936,"1",84.262
30937,"1",1263.934
30938,"1",84.262
30939,"1",84.262
30940,"1",168.525
30941,"1",11628.197
30942,"1",31682.551
30943,"1",337.049
30944,"1",93530.259
30945,"1",1348.200
30946,"1",337.049
30947,"1",84.262
30948,"1",84.262
30949,"1",252.787
30950,"1",84.262
30951,"1",20307.159
30952,"1",168.525
30953,"1",252.787
30954,"1",337.050
30955,"1",84.262
30956,"1",84.262
30957,"1",84.262
30958,"1",28649.102
30959,"1",15419.988
30960,"1",5898.361
30961,"1",8341.968
30962,"1",1938.034
30963,"1",9268.860
30964,"1",589.837
30965,"1",1938.037
30966,"1",589.837
30967,"1",1095.412
30968,"1",1938.035
30969,"1",2443.613
30970,"1",24857.374
30971,"1",84.262
30972,"1",84.262
30973,"1",6909.523
30974,"1",6319.686
30975,"1",84.262
30976,"1",1095.411
30977,"1",337.050
30978,"1",3876.078
30979,"1",84.262
30980,"1",4044.600
30981,"1",168.525
30982,"1",168.525
30983,"1",337.050
30984,"1",337.050
30985,"1",337.050
30986,"1",1348.201
30987,"1",1348.201
30988,"1",1179.676
30989,"1",337.050
30990,"1",1348.201
30991,"1",1011.151
30992,"1",2359.351
30993,"1",168.525
30994,"1",11459.703
30995,"1",15672.806
30996,"1",63365.132
30997,"1",3370.502
30998,"1",2106.563
30999,"1",589.838
31000,"1",1095.414
31001,"1",842.626
31002,"1",5898.375
31003,"1",84.263
31004,"1",842.626
31005,"1",337.051
31006,"1",84.263
31007,"1",337.051
31008,"1",337.051
31009,"1",1938.041
31010,"1",84.263
31011,"1",252.788
31012,"1",84.263
31013,"1",84.263
31014,"1",84.263
31015,"1",337.051
31016,"1",337.051
31017,"1",84.263
31018,"1",129426.848
31019,"1",358109.006
31020,"1",49462.067
31021,"1",8763.314
31022,"1",337.051
31023,"1",842.627
31024,"1",589.839
31025,"1",2612.145
31026,"1",337.051
31027,"1",3117.722
31028,"1",842.628
31029,"1",84.263
31030,"1",84.263
31031,"1",168.526
31032,"1",2864.931
31033,"1",84.263
31034,"1",252.788
31035,"1",337.051
31036,"1",589.840
31037,"1",337.051
31038,"1",84.263
31039,"1",168.526
31040,"1",84.263
31041,"1",589.840
31042,"1",337.051
31043,"1",84.263
31044,"1",84.263
31045,"1",2527.885
31046,"1",84.263
31047,"1",84.263
31048,"1",84.263
31049,"1",84.263
31050,"1",589.840
31051,"1",84.263
31052,"1",1600.994
31053,"1",2864.935
31054,"1",84.263
31055,"1",84.263
31056,"1",84.263
31057,"1",84.263
31058,"1",337.052
31059,"1",84.263
31060,"1",337.052
31061,"1",84.263
31062,"1",15925.659
31063,"1",4634.456
31064,"1",8931.870
31065,"1",4128.884
31066,"1",5645.619
31067,"1",8004.970
31068,"1",842.629
31069,"1",1516.733
31070,"1",2106.571
31071,"1",1095.418
31072,"1",1348.207
31073,"1",2612.149
31074,"1",1600.995
31075,"1",337.052
31076,"1",84.263
31077,"1",84.263
31078,"1",84.263
31079,"1",252.789
31080,"1",84.263
31081,"1",337.052
31082,"1",252.789
31083,"1",2527.891
31084,"1",84.263
31085,"1",3117.738
31086,"1",84.263
31087,"1",168.526
31088,"1",589.841
31089,"1",84.263
31090,"1",84.263
31091,"1",84.263
31092,"1",674.104
31093,"1",1179.683
31094,"1",505.578
31095,"1",84.263
31096,"1",337.052
31097,"1",1600.997
31098,"1",84.263
31099,"1",84.263
31100,"1",589.842
31101,"1",2359.368
31102,"1",2864.945
31103,"1",505.579
31104,"1",1348.211
31105,"1",337.053
31106,"1",1348.211
31107,"1",337.053
31108,"1",1516.737
31109,"1",337.053
31110,"1",337.053
31111,"1",1769.527
31112,"1",84.263
31113,"1",337.053
31114,"1",1516.737
31115,"1",2359.368
31116,"1",12218.128
31117,"1",2359.369
31118,"1",84.263
31119,"1",84.263
31120,"1",337.053
31121,"1",252.790
31122,"1",1432.475
31123,"1",84.263
31124,"1",3623.317
31125,"1",252.790
31126,"1",2612.159
31127,"1",84.263
31128,"1",337.053
31129,"1",168.527
31130,"1",337.053
31131,"1",337.053
31132,"1",337.053
31133,"1",337.053
31134,"1",84.263
31135,"1",842.633
31136,"1",589.843
31137,"1",84.263
31138,"1",84.263
31139,"1",84.263
31140,"1",84.263
31141,"1",337.054
31142,"1",84.263
31143,"1",84.263
31144,"1",4550.217
31145,"1",337.054
31146,"1",84.263
31147,"1",84.263
31148,"1",337.054
31149,"1",24773.369
31150,"1",3286.270
31151,"1",18790.704
31152,"1",9437.483
31153,"1",2106.585
31154,"1",1853.794
31155,"1",842.634
31156,"1",589.844
31157,"1",252.790
31158,"1",337.054
31159,"1",2359.376
31160,"1",505.581
31161,"1",337.054
31162,"1",84.263
31163,"1",337.054
31164,"1",842.635
31165,"1",337.054
31166,"1",84.264
31167,"1",842.635
31168,"1",758.372
31169,"1",3876.120
31170,"1",84.264
31171,"1",842.635
31172,"1",1601.007
31173,"1",84.264
31174,"1",168.527
31175,"1",337.054
31176,"1",84.264
31177,"1",252.791
31178,"1",84.264
31179,"1",84.264
31180,"1",84.264
31181,"1",168.527
31182,"1",84.264
31183,"1",92857.847
31184,"1",3623.334
31185,"1",3370.542
31186,"1",25868.839
31187,"1",2359.381
31188,"1",2022.325
31189,"1",6151.237
31190,"1",2359.381
31191,"1",1011.163
31192,"1",926.900
31193,"1",337.054
31194,"1",1516.748
31195,"1",1853.799
31196,"1",84.264
31197,"1",84.264
31198,"1",84.264
31199,"1",84.264
31200,"1",84.264
31201,"1",84.264
31202,"1",84.264
31203,"1",84.264
31204,"1",84.264
31205,"1",84.264
31206,"1",505.582
31207,"1",5898.456
31208,"1",168357.985
31209,"1",4381.714
31210,"1",122687.202
31211,"1",1263.956
31212,"1",1601.012
31213,"1",842.638
31214,"1",4634.509
31215,"1",2022.330
31216,"1",3033.496
31217,"1",2949.233
31218,"1",1348.221
31219,"1",337.055
31220,"1",337.055
31221,"1",84.264
31222,"1",1601.012
31223,"1",337.055
31224,"1",168.528
31225,"1",337.055
31226,"1",337.055
31227,"1",1685.276
31228,"1",421.319
31229,"1",84.264
31230,"1",421.319
31231,"1",337.055
31232,"1",337.055
31233,"1",168.528
31234,"1",337.055
31235,"1",84.264
31236,"1",84.264
31237,"1",84.264
31238,"1",84.264
31239,"1",84.264
31240,"1",10448.705
31241,"1",6404.056
31242,"1",2864.970
31243,"1",13987.783
31244,"1",13482.203
31245,"1",674.111
31246,"1",337.056
31247,"1",337.056
31248,"1",337.056
31249,"1",84.264
31250,"1",337.056
31251,"1",337.056
31252,"1",337.056
31253,"1",589.848
31254,"1",337.056
31255,"1",674.112
31256,"1",168.528
31257,"1",252.792
31258,"1",674.112
31259,"1",842.640
31260,"1",337.056
31261,"1",421.320
31262,"1",84.264
31263,"1",84.264
31264,"1",337.056
31265,"1",842.641
31266,"1",337.056
31267,"1",168.528
31268,"1",842.640
31269,"1",84.264
31270,"1",84.264
31271,"1",1698466.159
31272,"1",4550.258
31273,"1",3791.879
31274,"1",69011.794
31275,"1",3707.619
31276,"1",168.528
31277,"1",758.377
31278,"1",84.264
31279,"1",2106.601
31280,"1",14493.405
31281,"1",84.264
31282,"1",3539.093
31283,"1",168.528
31284,"1",337.056
31285,"1",168.528
31286,"1",337.057
31287,"1",1095.433
31288,"1",84.264
31289,"1",589.849
31290,"1",84.264
31291,"1",3117.775
31292,"1",3454.831
31293,"1",421.321
31294,"1",3370.570
31295,"1",3370.578
31296,"1",84.264
31297,"1",84.264
31298,"1",84.264
31299,"1",84.264
31300,"1",168.528
31301,"1",842.643
31302,"1",589.850
31303,"1",84.264
31304,"1",168.529
31305,"1",5982.762
31306,"1",1348.227
31307,"1",84.264
31308,"1",1095.436
31309,"1",2106.607
31310,"1",6319.822
31311,"1",84.264
31312,"1",168.529
31313,"1",337.057
31314,"1",84.264
31315,"1",84.264
31316,"1",84.264
31317,"1",84.264
31318,"1",7415.271
31319,"1",84.264
31320,"1",84.264
31321,"1",168.529
31322,"1",84.264
31323,"1",84.264
31324,"1",84.264
31325,"1",84.264
31326,"1",77691.198
31327,"1",589.851
31328,"1",2780.725
31329,"1",14746.258
31330,"1",9269.086
31331,"1",3876.161
31332,"1",337.058
31333,"1",4634.543
31334,"1",1263.966
31335,"1",1011.173
31336,"1",758.380
31337,"1",1938.082
31338,"1",84.264
31339,"1",4634.542
31340,"1",84.264
31341,"1",84.264
31342,"1",4381.748
31343,"1",168.529
31344,"1",84.264
31345,"1",84.264
31346,"1",168.529
31347,"1",421.323
31348,"1",252.794
31349,"1",84.265
31350,"1",337.058
31351,"1",1263.967
31352,"1",252.794
31353,"1",56457.078
31354,"1",10111.732
31355,"1",17527.010
31356,"1",2359.408
31357,"1",8426.455
31358,"1",337.058
31359,"1",337.058
31360,"1",84.265
31361,"1",421.323
31362,"1",168.529
31363,"1",337.058
31364,"1",337.058
31365,"1",84.265
31366,"1",84.265
31367,"1",337.058
31368,"1",84.265
31369,"1",84.265
31370,"1",1011.176
31371,"1",84.265
31372,"1",84.265
31373,"1",84.265
31374,"1",168.529
31375,"1",2106.614
31376,"1",6151.324
31377,"1",12049.838
31378,"1",337.059
31379,"1",2359.411
31380,"1",842.647
31381,"1",589.853
31382,"1",589.853
31383,"1",84.265
31384,"1",589.853
31385,"1",84.265
31386,"1",2359.412
31387,"1",84.265
31388,"1",589.854
31389,"1",84.265
31390,"1",589.854
31391,"1",758.383
31392,"1",84.265
31393,"1",1432.503
31394,"1",84.265
31395,"1",589.854
31396,"1",84.265
31397,"1",84.265
31398,"1",168.530
31399,"1",45587.187
31400,"1",1853.827
31401,"1",199367.298
31402,"1",2865.007
31403,"1",252.795
31404,"1",110386.243
31405,"1",337.060
31406,"1",589.855
31407,"1",337.060
31408,"1",84.265
31409,"1",84.265
31410,"1",505.590
31411,"1",589.855
31412,"1",337.060
31413,"1",2022.360
31414,"1",337.060
31415,"1",84.265
31416,"1",84.265
31417,"1",421.325
31418,"1",2612.215
31419,"1",842.650
31420,"1",19802.286
31421,"1",10196.058
31422,"1",3117.806
31423,"1",589.855
31424,"1",8679.300
31425,"1",3033.540
31426,"1",13313.872
31427,"1",4381.781
31428,"1",421.325
31429,"1",337.060
31430,"1",337.060
