fid,DN,Area,AreaHa
75231,"1",12086.812,1.209
75235,"1",10818.970,1.082
75236,"1",36344.889,3.634
75263,"1",35415.175,3.542
75347,"1",20285.599,2.029
75350,"1",86889.588,8.689
75358,"1",11326.118,1.133
75405,"1",17496.322,1.750
75415,"1",79029.035,7.903
75416,"1",2036353.044,203.635
75418,"1",11495.187,1.150
75420,"1",15721.357,1.572
75455,"1",33640.337,3.364
75460,"1",762219.754,76.222
75486,"1",10734.490,1.073
75487,"1",129320.556,12.932
75489,"1",12086.875,1.209
75497,"1",10649.971,1.065
75498,"1",166341.312,16.634
75590,"1",67703.278,6.770
75601,"1",48516.620,4.852
75607,"1",14876.148,1.488
75656,"1",97117.697,9.712
75658,"1",10227.389,1.023
75664,"1",28146.412,2.815
75668,"1",21299.912,2.130
75672,"1",17665.476,1.767
75674,"1",23328.579,2.333
75734,"1",16482.159,1.648
75735,"1",14030.976,1.403
75736,"1",198799.190,19.880
75739,"1",14960.738,1.496
75743,"1",25019.074,2.502
75746,"1",18848.856,1.885
75768,"1",24004.766,2.400
75804,"1",68886.618,6.889
75807,"1",360491.245,36.049
75815,"1",15383.409,1.538
75819,"1",16651.260,1.665
75869,"1",106161.809,10.616
75871,"1",11241.726,1.124
75873,"1",18257.226,1.826
75876,"1",14876.261,1.488
75877,"1",12594.126,1.259
75882,"1",73113.368,7.311
75890,"1",2507065.678,250.707
75895,"1",22314.405,2.231
75898,"1",10396.477,1.040
75909,"1",175302.048,17.530
75929,"1",17834.603,1.783
75960,"1",41670.417,4.167
75962,"1",11072.707,1.107
75967,"1",23920.378,2.392
75986,"1",12678.673,1.268
76062,"1",40233.671,4.023
76101,"1",14369.198,1.437
76110,"1",59335.849,5.934
76112,"1",24089.517,2.409
76113,"1",21638.329,2.164
76115,"1",14031.097,1.403
76116,"1",209366.056,20.937
76124,"1",590483.377,59.048
76129,"1",123828.153,12.383
76245,"1",26118.149,2.612
76253,"1",93991.339,9.399
76260,"1",16144.219,1.614
76305,"1",34063.530,3.406
76310,"1",12425.180,1.243
76313,"1",180374.943,18.037
76314,"1",26709.909,2.671
76333,"1",14876.390,1.488
76364,"1",26794.428,2.679
76369,"1",13946.641,1.395
76375,"1",211226.683,21.123
76395,"1",10734.718,1.073
76397,"1",44291.144,4.429
76441,"1",23328.965,2.333
76442,"1",11241.863,1.124
76443,"1",10227.555,1.023
76445,"1",54603.276,5.460
76446,"1",10565.659,1.057
76448,"1",11241.866,1.124
76509,"1",13693.116,1.369
76530,"1",540278.862,54.028
76535,"1",15299.059,1.530
76542,"1",9246576.958,924.658
76543,"1",29414.787,2.941
76563,"1",51306.883,5.131
76582,"1",23920.709,2.392
76597,"1",12509.784,1.251
76599,"1",88666.882,8.867
76603,"1",24512.413,2.451
76608,"1",722597.553,72.260
76618,"1",17327.754,1.733
76623,"1",38966.253,3.897
76673,"1",6881068.639,688.107
76676,"1",13186.021,1.319
76708,"1",41079.351,4.108
76744,"1",18173.048,1.817
76772,"1",102444.980,10.244
76773,"1",12678.877,1.268
76775,"1",20117.166,2.012
76842,"1",196265.630,19.627
76844,"1",24005.360,2.401
76846,"1",174880.796,17.488
76847,"1",398113.840,39.811
76848,"1",11833.630,1.183
76849,"1",16989.739,1.699
76853,"1",13270.588,1.327
76896,"1",341229.499,34.123
76931,"1",15045.660,1.505
76933,"1",19863.614,1.986
76939,"1",10565.778,1.057
76944,"1",12171.788,1.217
76951,"1",28231.710,2.823
76968,"1",19356.498,1.936
76978,"1",11326.525,1.133
77016,"1",121886.279,12.189
77017,"1",287556.732,28.756
77026,"1",33810.415,3.381
77040,"1",402425.263,40.243
77060,"1",58153.827,5.815
77093,"1",43277.479,4.328
77098,"1",45644.267,4.564
77099,"1",15299.290,1.530
77100,"1",11242.018,1.124
77104,"1",110137.451,11.014
77108,"1",10227.708,1.023
77157,"1",11833.712,1.183
77161,"1",51223.027,5.122
77192,"1",80976.032,8.098
77194,"1",103460.008,10.346
77195,"1",254000.452,25.400
77197,"1",38628.594,3.863
77200,"1",62972.292,6.297
77307,"1",89936.247,8.994
77308,"1",189423.618,18.942
77309,"1",10058.695,1.006
77311,"1",10734.912,1.073
77312,"1",373180.688,37.318
77375,"1",29161.651,2.916
77380,"1",32965.431,3.297
77386,"1",168292.504,16.829
77437,"1",15299.380,1.530
77487,"1",220359.890,22.036
77488,"1",41080.080,4.108
77493,"1",34064.354,3.406
77494,"1",2127914.527,212.791
77512,"1",20455.563,2.046
77625,"1",25865.277,2.587
77626,"1",10227.783,1.023
77627,"1",14538.678,1.454
77628,"1",14876.784,1.488
77634,"1",20286.525,2.029
77723,"1",59084.518,5.908
77725,"1",10227.816,1.023
77726,"1",59084.486,5.908
77729,"1",10143.285,1.014
77740,"1",100671.596,10.067
77810,"1",151725.073,15.173
77811,"1",21385.435,2.139
77812,"1",12340.992,1.234
77813,"1",189170.979,18.917
77814,"1",40573.099,4.057
77822,"1",20202.083,2.020
77831,"1",21808.018,2.181
77835,"1",40404.035,4.040
77840,"1",595993.587,59.599
77855,"1",21470.002,2.147
77911,"1",12763.674,1.276
77913,"1",43362.643,4.336
77917,"1",10565.949,1.057
77922,"1",15806.646,1.581
77924,"1",60352.398,6.035
77993,"1",176408.294,17.641
77994,"1",53759.561,5.376
78004,"1",43785.375,4.379
78073,"1",28654.894,2.865
78074,"1",16482.952,1.648
78079,"1",187734.630,18.773
78081,"1",10312.416,1.031
78094,"1",24766.642,2.477
78102,"1",37868.411,3.787
78103,"1",41249.637,4.125
78146,"1",13017.304,1.302
78191,"1",86302.819,8.630
78192,"1",21892.755,2.189
78193,"1",10988.651,1.099
78203,"1",14369.769,1.437
78219,"1",16398.470,1.640
78238,"1",19526.008,1.953
78265,"1",102446.375,10.245
78267,"1",133976.818,13.398
78268,"1",244199.736,24.420
78270,"1",12510.185,1.251
78358,"1",10227.931,1.023
78389,"1",1742242.693,174.224
78409,"1",69820.044,6.982
78476,"1",23836.954,2.384
78481,"1",13524.560,1.352
78484,"1",10143.426,1.014
78486,"1",17497.420,1.750
78512,"1",61452.138,6.145
78567,"1",12003.044,1.200
78573,"1",12763.823,1.276
78574,"1",12763.824,1.276
78632,"1",95854.848,9.585
78695,"1",455094.755,45.509
78699,"1",16483.132,1.648
78704,"1",11918.570,1.192
78745,"1",10058.938,1.006
78763,"1",41926.247,4.193
78770,"1",155362.740,15.536
78773,"1",70834.877,7.083
78791,"1",31867.414,3.187
78794,"1",138035.189,13.804
78796,"1",44715.720,4.472
78797,"1",12172.167,1.217
78798,"1",12172.173,1.217
78824,"1",401169.495,40.117
78855,"1",23414.535,2.341
78856,"1",177085.598,17.709
78859,"1",28570.781,2.857
78864,"1",15299.684,1.530
78868,"1",29923.253,2.992
78869,"1",39644.059,3.964
78953,"1",68890.509,6.889
78980,"1",31782.881,3.178
78981,"1",41165.578,4.117
78983,"1",10143.515,1.014
78985,"1",18089.237,1.809
79005,"1",34065.292,3.407
79011,"1",21385.836,2.139
79063,"1",330758.420,33.076
79064,"1",16567.680,1.657
79065,"1",13778.312,1.378
79099,"1",56719.049,5.672
79127,"1",1237709.501,123.771
79140,"1",14708.136,1.471
79141,"1",22822.996,2.282
79142,"1",10397.136,1.040
79160,"1",53253.283,5.325
79194,"1",24259.966,2.426
79214,"1",76752.678,7.675
79216,"1",17328.581,1.733
79239,"1",12510.392,1.251
79242,"1",29754.409,2.975
79245,"1",32543.912,3.254
79249,"1",21808.651,2.181
79251,"1",200249.990,20.025
79261,"1",14877.226,1.488
79283,"1",53845.347,5.385
79312,"1",67539.238,6.754
79313,"1",511984.637,51.198
79318,"1",258660.005,25.866
79333,"1",10397.177,1.040
79346,"1",89178.745,8.918
79350,"1",26373.235,2.637
79351,"1",68891.709,6.889
79381,"1",441367313.200,44136.731
79406,"1",27725.786,2.773
79407,"1",7814342.697,781.434
79454,"1",10735.322,1.074
79481,"1",40574.273,4.057
79483,"1",24091.074,2.409
79484,"1",78274.245,7.827
79485,"1",17075.050,1.708
79492,"1",14877.314,1.488
79498,"1",30261.801,3.026
79551,"1",18934.729,1.893
79575,"1",16314.330,1.631
79644,"1",62721.175,6.272
79668,"1",109213.004,10.921
79669,"1",24175.684,2.418
79672,"1",27218.751,2.722
79675,"1",10735.353,1.074
79676,"1",12172.374,1.217
79729,"1",12172.386,1.217
79772,"1",10059.141,1.006
79774,"1",12256.935,1.226
79776,"1",26711.632,2.671
79783,"1",11073.483,1.107
79803,"1",260010.910,26.001
79852,"1",15807.229,1.581
79857,"1",31360.784,3.136
79915,"1",23076.906,2.308
79916,"1",10989.001,1.099
79917,"1",36348.172,3.635
79918,"1",24091.257,2.409
79919,"1",12172.446,1.217
79921,"1",11665.258,1.167
79936,"1",106170.014,10.617
80014,"1",15807.272,1.581
80015,"1",40743.945,4.074
80021,"1",15638.245,1.564
80047,"1",10397.328,1.040
80060,"1",10819.973,1.082
80106,"1",119188.369,11.919
80107,"1",38799.690,3.880
80109,"1",17244.355,1.724
80110,"1",10566.385,1.057
80112,"1",393318.820,39.332
80167,"1",19780.306,1.978
80171,"1",23415.164,2.342
80175,"1",16145.488,1.615
80213,"1",11918.916,1.192
80268,"1",30431.152,3.043
80269,"1",59002.726,5.900
80270,"1",77768.418,7.777
80276,"1",15046.576,1.505
80281,"1",126796.564,12.680
80311,"1",28318.050,2.832
80364,"1",307773.119,30.777
80365,"1",379036.238,37.904
80366,"1",1355146.402,135.515
80368,"1",11242.700,1.124
80372,"1",25613.024,2.561
80373,"1",20372.121,2.037
80382,"1",13947.708,1.395
80391,"1",62891.256,6.289
80438,"1",42181.236,4.218
80445,"1",14032.269,1.403
80486,"1",11327.261,1.133
80528,"1",75570.972,7.557
80530,"1",623416.634,62.342
80531,"1",164244.422,16.424
80532,"1",16061.044,1.606
80540,"1",25021.414,2.502
80554,"1",57058.784,5.706
80629,"1",30262.320,3.026
80630,"1",175656.478,17.566
80631,"1",57143.291,5.714
80632,"1",12257.097,1.226
80635,"1",342774.915,34.277
80640,"1",45140.030,4.514
80663,"1",34319.940,3.432
80699,"1",47337.865,4.734
80707,"1",10651.061,1.065
80714,"1",11665.441,1.167
80791,"1",11665.421,1.167
80792,"1",107271.370,10.727
80797,"1",51057.478,5.106
80830,"1",29670.755,2.967
80856,"1",98733.421,9.873
80870,"1",46069.948,4.607
80879,"1",19865.108,1.987
80888,"1",10059.363,1.006
80915,"1",96958.545,9.696
80929,"1",63652.878,6.365
80938,"1",54607.858,5.461
80996,"1",2192952.039,219.295
80997,"1",66273.430,6.627
81000,"1",199660586.200,19966.059
81001,"1",740151.485,74.015
81003,"1",27388.531,2.739
81014,"1",36517.987,3.652
81025,"1",95267.899,9.527
81113,"1",36771.711,3.677
81127,"1",92901.341,9.290
81187,"1",19104.351,1.910
81188,"1",15554.061,1.555
81206,"1",69739.466,6.974
81211,"1",10397.552,1.040
81243,"1",12341.807,1.234
81256,"1",37870.565,3.787
81257,"1",129165.892,12.917
81260,"1",222659.178,22.266
81266,"1",36349.221,3.635
81270,"1",47761.137,4.776
81282,"1",14793.295,1.479
81288,"1",65174.784,6.517
81324,"1",17075.691,1.708
81346,"1",46239.360,4.624
81351,"1",30431.877,3.043
81352,"1",20795.166,2.080
81353,"1",61540.045,6.154
81438,"1",23838.294,2.384
81439,"1",255543.572,25.554
81442,"1",14624.266,1.462
81482,"1",15300.550,1.530
81609,"1",27473.391,2.747
81611,"1",25951.769,2.595
81614,"1",595615.430,59.562
81615,"1",11496.565,1.150
81617,"1",35165.903,3.517
81618,"1",38631.859,3.863
81619,"1",16568.584,1.657
81621,"1",12172.833,1.217
81696,"1",41675.033,4.168
81698,"1",76249.218,7.625
81699,"1",180477.975,18.048
81774,"1",90028.361,9.003
81775,"1",36095.882,3.610
81776,"1",12257.410,1.226
81777,"1",21133.468,2.113
81778,"1",11750.223,1.175
81785,"1",17414.010,1.741
81824,"1",16906.777,1.691
81867,"1",157824.064,15.782
81868,"1",1279309.915,127.931
81926,"1",25275.691,2.528
81982,"1",145736.083,14.574
81986,"1",21133.564,2.113
81989,"1",10904.924,1.090
81997,"1",15554.314,1.555
82000,"1",10397.720,1.040
82001,"1",45986.457,4.599
82080,"1",11426083.340,1142.608
82082,"1",24092.275,2.409
82083,"1",160023.471,16.002
82088,"1",51904.094,5.190
82154,"1",35927.016,3.593
82165,"1",55369.988,5.537
82166,"1",194005.267,19.401
82185,"1",12511.108,1.251
82197,"1",14286.350,1.429
82202,"1",12764.719,1.276
82204,"1",42182.709,4.218
82253,"1",13610.078,1.361
82306,"1",45733.172,4.573
82307,"1",83350.851,8.335
82308,"1",29333.485,2.933
82309,"1",71854.093,7.185
82310,"1",14539.962,1.454
82314,"1",1294627.560,129.463
82324,"1",10566.847,1.057
82326,"1",11158.581,1.116
82392,"1",50990182.950,5099.018
82475,"1",89014.695,8.901
82479,"1",10989.542,1.099
82481,"1",4366594.003,436.659
82485,"1",16906.974,1.691
82488,"1",15385.357,1.539
82491,"1",10735.945,1.074
82555,"1",83858.683,8.386
82556,"1",12257.596,1.226
82605,"1",41506.741,4.151
82611,"1",14117.359,1.412
82625,"1",15300.860,1.530
82627,"1",93411.090,9.341
82628,"1",26374.971,2.637
82629,"1",17921.459,1.792
82630,"1",1127674.581,112.767
82634,"1",44549.945,4.455
82636,"1",24853.354,2.485
82650,"1",25360.550,2.536
82656,"1",13441.084,1.344
82683,"1",48523.120,4.852
82695,"1",58075.519,5.808
82712,"1",112600.718,11.260
82713,"1",32799.649,3.280
82715,"1",24515.246,2.452
82717,"1",10482.397,1.048
82718,"1",317339.975,31.734
82818,"1",153515.292,15.352
82821,"1",25867.892,2.587
82822,"1",50552.179,5.055
82902,"1",27135.846,2.714
82906,"1",36181.237,3.618
82914,"1",68642.793,6.864
82995,"1",13525.746,1.353
83003,"1",10397.915,1.040
83016,"1",27220.558,2.722
83072,"1",14540.170,1.454
83073,"1",56808.029,5.681
83074,"1",15216.458,1.522
83075,"1",19358.736,1.936
83076,"1",29249.367,2.925
83084,"1",13525.764,1.353
83116,"1",20373.185,2.037
83120,"1",72700.863,7.270
83146,"1",45057.572,4.506
83147,"1",25022.660,2.502
83183,"1",16738.136,1.674
83233,"1",36857.756,3.686
83234,"1",35336.126,3.534
83236,"1",38294.858,3.829
83261,"1",46833.040,4.683
83420,"1",18851.627,1.885
83468,"1",10313.466,1.031
83480,"1",15301.134,1.530
83490,"1",16569.172,1.657
83503,"1",1894262.874,189.426
83523,"1",55963.043,5.596
83572,"1",52412.737,5.241
83575,"1",17837.277,1.784
83582,"1",39563.198,3.956
83647,"1",172454.168,17.245
83688,"1",883647.810,88.365
83705,"1",58499.700,5.850
83709,"1",14286.770,1.429
83723,"1",13272.333,1.327
83732,"1",75660.586,7.566
83777,"1",134666.668,13.467
83846,"1",36266.546,3.627
83851,"1",14371.364,1.437
83913,"1",58161.779,5.816
83917,"1",14963.124,1.496
83954,"1",254626.148,25.463
83986,"1",226981.009,22.698
84018,"1",15554.936,1.555
84031,"1",40747.158,4.075
84037,"1",16231.246,1.623
84039,"1",11835.299,1.184
84095,"1",108292.524,10.829
84113,"1",321325.188,32.133
84114,"1",11243.540,1.124
84115,"1",10313.633,1.031
84120,"1",1358495.398,135.850
84122,"1",12765.235,1.277
84150,"1",18598.343,1.860
84189,"1",385147.767,38.515
84190,"1",10482.726,1.048
84192,"1",34237.939,3.424
84202,"1",20204.552,2.020
84265,"1",11328.123,1.133
84271,"1",19866.499,1.987
84274,"1",19612.910,1.961
84279,"1",12427.139,1.243
84281,"1",23586.128,2.359
84282,"1",10313.678,1.031
84283,"1",15047.822,1.505
84284,"1",19866.481,1.987
84300,"1",85890.722,8.589
84336,"1",20120.137,2.012
84337,"1",22064.544,2.206
84338,"1",18936.619,1.894
84339,"1",195197.819,19.520
84374,"1",245666.461,24.567
84424,"1",53512.740,5.351
84471,"1",1009026.426,100.903
84479,"1",21980.028,2.198
84514,"1",786873.639,78.687
84564,"1",25277.019,2.528
84566,"1",147772.836,14.777
84567,"1",10313.727,1.031
84583,"1",10736.430,1.074
84642,"1",425901.407,42.590
84643,"1",50385.028,5.039
84648,"1",27306.017,2.731
84652,"1",28235.950,2.824
84653,"1",16146.933,1.615
84711,"1",35844.540,3.584
84712,"1",2476410.392,247.641
84714,"1",25868.910,2.587
84719,"1",14287.107,1.429
84727,"1",10144.682,1.014
84796,"1",11159.164,1.116
84799,"1",78790.336,7.879
84800,"1",10313.777,1.031
84807,"1",21641.967,2.164
84809,"1",37873.490,3.787
84836,"1",22656.513,2.266
84952,"1",135684.847,13.568
84961,"1",10229.268,1.023
84967,"1",15808.885,1.581
84977,"1",11328.300,1.133
84989,"1",13019.060,1.302
85054,"1",26968.117,2.697
85055,"1",695412.027,69.541
85056,"1",13188.156,1.319
85058,"1",20965.826,2.097
85059,"1",10060.203,1.006
85066,"1",10229.287,1.023
85156,"1",16316.159,1.632
85158,"1",112098.987,11.210
85159,"1",51230.975,5.123
85160,"1",17837.850,1.784
85171,"1",43199.791,4.320
85252,"1",16147.122,1.615
85287,"1",10905.658,1.091
85291,"1",119623.571,11.962
85335,"1",55373.625,5.537
85369,"1",10990.217,1.099
85400,"1",18936.996,1.894
85407,"1",11751.089,1.175
85419,"1",21642.315,2.164
85446,"1",13695.512,1.370
85472,"1",29758.156,2.976
85497,"1",293521.637,29.352
85498,"1",57910.071,5.791
85506,"1",10736.618,1.074
85581,"1",323449.357,32.345
85588,"1",15132.742,1.513
85594,"1",11666.590,1.167
85619,"1",10736.649,1.074
85623,"1",38550.432,3.855
85625,"1",30603.603,3.060
85676,"1",49371.536,4.937
85677,"1",12004.767,1.200
85678,"1",10905.735,1.091
85679,"1",75579.034,7.558
85682,"1",24347.682,2.435
85683,"1",11412.988,1.141
85697,"1",18007.133,1.801
85736,"1",15978.180,1.598
85766,"1",68816.111,6.882
85768,"1",94178.138,9.418
85860,"1",652817.403,65.282
85917,"1",35760.776,3.576
85918,"1",184889.903,18.489
85960,"1",15555.561,1.556
86016,"1",18176.353,1.818
86017,"1",28152.182,2.815
86072,"1",34915.486,3.492
86079,"1",30857.556,3.086
86080,"1",86316.492,8.632
86162,"1",44806.876,4.481
86163,"1",75664.449,7.566
86165,"1",10567.676,1.057
86166,"1",10229.525,1.023
86172,"1",20712.645,2.071
86229,"1",20881.771,2.088
86230,"1",58840.860,5.884
86275,"1",188019.828,18.802
86294,"1",42777.925,4.278
86297,"1",36352.943,3.635
86300,"1",11571143.640,1157.114
86311,"1",65604.312,6.560
86388,"1",15978.431,1.598
86402,"1",104662.785,10.466
86470,"1",10483.209,1.048
86523,"1",119034.719,11.903
86525,"1",255316.274,25.532
86527,"1",5584819.446,558.482
86542,"1",15217.596,1.522
86560,"1",12258.623,1.226
86585,"1",24686.366,2.469
86586,"1",12005.005,1.201
86627,"1",73720.802,7.372
86687,"1",148371.325,14.837
86694,"1",46498.319,4.650
86749,"1",10229.655,1.023
86757,"1",10314.197,1.031
86809,"1",22234.719,2.223
86839,"1",17162.188,1.716
86846,"1",81329.935,8.133
86876,"1",94010.769,9.401
86905,"1",111257.951,11.126
86928,"1",23124423.730,2312.442
86930,"1",127828.400,12.783
86932,"1",27053.726,2.705
86933,"1",28237.345,2.824
86936,"1",22403.853,2.240
86989,"1",52494501.090,5249.450
86990,"1",42863.146,4.286
87014,"1",13865.057,1.387
87056,"1",64675.420,6.468
87057,"1",28406.527,2.841
87058,"1",45061.483,4.506
87060,"1",64083.407,6.408
87061,"1",14541.442,1.454
87063,"1",30942.739,3.094
87085,"1",49288.557,4.929
87108,"1",17754.093,1.775
87149,"1",11582.429,1.158
87192,"1",366829.656,36.683
87193,"1",12681.502,1.268
87195,"1",46245.151,4.625
87296,"1",13019.696,1.302
87301,"1",27730.178,2.773
87328,"1",159364.073,15.936
87375,"1",28998.442,2.900
87401,"1",10737.044,1.074
87402,"1",14710.609,1.471
87404,"1",34662.854,3.466
87405,"1",15386.958,1.539
87406,"1",48189.783,4.819
87418,"1",10398.883,1.040
87427,"1",10060.692,1.006
87511,"1",457546.826,45.755
87519,"1",276878.483,27.688
87549,"1",72538.277,7.254
87659,"1",79302.067,7.930
87694,"1",27645.822,2.765
87695,"1",35846.642,3.585
87698,"1",20882.403,2.088
87702,"1",11075.268,1.108
87797,"1",12258.929,1.226
87802,"1",17669.754,1.767
87849,"1",37284.047,3.728
87850,"1",41680.335,4.168
87852,"1",11751.670,1.175
87854,"1",691392.390,69.139
87855,"1",246022.560,24.602
87881,"1",550716.190,55.072
87940,"1",40327.702,4.033
87947,"1",297172.244,29.717
87965,"1",13442.600,1.344
87968,"1",130028.625,13.003
88017,"1",56306.624,5.631
88086,"1",39820.483,3.982
88093,"1",94013.531,9.401
88097,"1",12512.638,1.251
88147,"1",11244.474,1.124
88266,"1",14795.407,1.480
88267,"1",29506.190,2.951
88353,"1",125380.053,12.538
88408,"1",10821.805,1.082
88411,"1",13019.975,1.302
88412,"1",56307.040,5.631
88512,"1",17670.023,1.767
88531,"1",32550.010,3.255
88580,"1",11244.581,1.124
88584,"1",13696.409,1.370
88595,"1",15133.651,1.513
88615,"1",44301.819,4.430
88651,"1",16570.947,1.657
88652,"1",18600.073,1.860
88714,"1",81924.645,8.192
88740,"1",41089.301,4.109
88742,"1",48444.787,4.844
88745,"1",83362.144,8.336
88756,"1",10145.524,1.015
88766,"1",74484.839,7.448
88768,"1",1424902.934,142.490
88799,"1",33057.481,3.306
88838,"1",75668.543,7.567
88942,"1",120985.180,12.099
88993,"1",39144.922,3.914
89013,"1",15979.259,1.598
89039,"1",55885.220,5.589
89041,"1",20713.919,2.071
89043,"1",20375.709,2.038
89048,"1",207644.868,20.764
89077,"1",34917.626,3.492
89107,"1",20375.718,2.038
89124,"1",16909.342,1.691
89128,"1",35086.819,3.509
89140,"1",13020.194,1.302
89193,"1",26040.350,2.604
89194,"1",12766.571,1.277
89198,"1",11244.732,1.124
89284,"1",17247.582,1.725
89345,"1",28407.839,2.841
89349,"1",37961.597,3.796
89350,"1",31366.955,3.137
89359,"1",66961.012,6.696
89426,"1",31366.998,3.137
89427,"1",40159.912,4.016
89429,"1",34072.537,3.407
89430,"1",21559.546,2.156
89489,"1",85392.580,8.539
89497,"1",421633.823,42.163
89500,"1",19361.324,1.936
89503,"1",13950.304,1.395
89507,"1",11583.001,1.158
89566,"1",10483.896,1.048
89568,"1",14711.283,1.471
89573,"1",16740.410,1.674
89594,"1",10399.363,1.040
89598,"1",191245.140,19.125
89645,"1",20291.437,2.029
89646,"1",23757.907,2.376
89650,"1",12935.810,1.294
89726,"1",30521.718,3.052
89734,"1",15810.419,1.581
89752,"1",12682.193,1.268
89809,"1",17416.850,1.742
89810,"1",32381.865,3.238
89811,"1",133162.504,13.316
89812,"1",13274.034,1.327
89875,"1",15979.587,1.598
89876,"1",19868.793,1.987
89922,"1",75416.838,7.542
89923,"1",13696.813,1.370
89955,"1",85308.976,8.531
90004,"1",17332.413,1.733
90085,"1",34580.350,3.458
90087,"1",34580.341,3.458
90141,"1",44556.980,4.456
90214,"1",581268.264,58.127
90216,"1",15134.222,1.513
90222,"1",12344.136,1.234
90223,"1",10145.852,1.015
90228,"1",12682.336,1.268
90283,"1",234198.884,23.420
90330,"1",18178.020,1.818
90334,"1",336835.286,33.684
90336,"1",34918.800,3.492
90473,"1",43965.650,4.397
90476,"1",19869.125,1.987
90494,"1",12006.029,1.201
90503,"1",14035.193,1.404
90531,"1",20883.732,2.088
90532,"1",72543.259,7.254
90604,"1",14204.360,1.420
90609,"1",16825.400,1.683
90612,"1",16825.415,1.683
90615,"1",744530.980,74.453
90694,"1",13612.523,1.361
90695,"1",15218.978,1.522
90699,"1",13358.905,1.336
90754,"1",11498.791,1.150
90755,"1",46079.707,4.608
90820,"1",96640.208,9.664
90836,"1",57747.578,5.775
90837,"1",12006.128,1.201
90838,"1",33312.719,3.331
90842,"1",25703.228,2.570
90845,"1",16994.605,1.699
90846,"1",103150.754,10.315
90911,"1",11752.503,1.175
90989,"1",67301.834,6.730
91021,"1",55549.407,5.555
91063,"1",221013.933,22.101
91110,"1",11583.444,1.158
91153,"1",41598.860,4.160
91213,"1",64173.922,6.417
91214,"1",36525.882,3.653
91215,"1",63666.612,6.367
91217,"1",24181.557,2.418
91262,"1",109069.664,10.907
91318,"1",61553.041,6.155
91341,"1",30945.608,3.095
91388,"1",24858.008,2.486
91397,"1",39316.144,3.932
91399,"1",10061.595,1.006
91466,"1",331605.205,33.161
91467,"1",21137.799,2.114
91478,"1",25449.860,2.545
91565,"1",17586.691,1.759
91567,"1",15557.469,1.556
91568,"1",24942.641,2.494
91654,"1",100615.883,10.062
91656,"1",15050.192,1.505
91657,"1",59608.768,5.961
91707,"1",21307.035,2.131
91764,"1",38301.922,3.830
91765,"1",37540.971,3.754
91767,"1",318081.156,31.808
91785,"1",12682.765,1.268
91828,"1",13359.217,1.336
91843,"1",1144053.019,114.405
91844,"1",13359.232,1.336
91903,"1",34412.696,3.441
91905,"1",15726.717,1.573
91908,"1",18601.451,1.860
91910,"1",32129.725,3.213
91912,"1",15557.620,1.556
91914,"1",24012.819,2.401
91986,"1",16487.700,1.649
91987,"1",21645.407,2.165
91989,"1",80916.251,8.092
91995,"1",24097.414,2.410
92017,"1",86496.646,8.650
92047,"1",20715.371,2.072
92057,"1",48871.092,4.887
92103,"1",14796.691,1.480
92104,"1",75843.447,7.584
92105,"1",18517.037,1.852
92106,"1",10822.741,1.082
92176,"1",25788.604,2.579
92182,"1",31284.466,3.128
92189,"1",10569.099,1.057
92304,"1",31791.926,3.179
92310,"1",368479.182,36.848
92329,"1",47096.082,4.710
92351,"1",25535.062,2.554
92365,"1",43629.414,4.363
92367,"1",33821.298,3.382
92423,"1",31623.002,3.162
92478,"1",10653.760,1.065
92537,"1",116429.878,11.643
92538,"1",12091.186,1.209
92541,"1",23844.174,2.384
92593,"1",15811.564,1.581
92594,"1",19193.714,1.919
92645,"1",32215.066,3.222
92651,"1",23675.159,2.368
92662,"1",10061.948,1.006
92715,"1",14458.780,1.446
92717,"1",26380.945,2.638
92724,"1",21138.570,2.114
92766,"1",10231.066,1.023
92771,"1",38979.519,3.898
92782,"1",34159.894,3.416
92793,"1",128098.975,12.810
92806,"1",12936.820,1.294
92927,"1",10738.446,1.074
92948,"1",21392.315,2.139
92988,"1",1436636.405,143.664
92989,"1",53438.419,5.344
93079,"1",15727.217,1.573
93159,"1",12936.924,1.294
93161,"1",54791.438,5.479
93162,"1",164712.325,16.471
93209,"1",12006.826,1.201
93223,"1",14036.153,1.404
93224,"1",12514.177,1.251
93268,"1",20124.157,2.012
93315,"1",17672.081,1.767
93318,"1",18771.275,1.877
93337,"1",11161.296,1.116
93390,"1",49887.681,4.989
93440,"1",10146.691,1.015
93493,"1",23675.625,2.368
93495,"1",110514.036,11.051
93520,"1",20716.167,2.072
93547,"1",70265.786,7.027
93549,"1",68067.091,6.807
93557,"1",68574.796,6.857
93558,"1",51579.098,5.158
93559,"1",41094.136,4.109
93574,"1",793967.124,79.397
93605,"1",67982.806,6.798
93622,"1",183485.639,18.349
93659,"1",18856.029,1.886
93660,"1",70266.166,7.027
93661,"1",64178.013,6.418
93664,"1",60372.780,6.037
93667,"1",24183.034,2.418
93708,"1",41855.145,4.186
93717,"1",12006.977,1.201
93750,"1",21139.088,2.114
93751,"1",15896.584,1.590
93754,"1",60795.805,6.080
93778,"1",21392.695,2.139
93820,"1",36951.205,3.695
93832,"1",241069.743,24.107
93851,"1",106287.059,10.629
93875,"1",22492.064,2.249
93878,"1",123705.713,12.371
93886,"1",12937.166,1.294
93948,"1",13867.324,1.387
93999,"1",71196.681,7.120
94001,"1",15304.806,1.530
94006,"1",17334.162,1.733
94010,"1",11922.523,1.192
