fid,DN,Area,AreaHa
17585,"1",38063.926,3.806
17586,"1",78654.030,7.865
17587,"1",11031.801,1.103
17625,"1",13473.968,1.347
17627,"1",14989.797,1.499
17663,"1",27284.845,2.728
17664,"1",19621.549,1.962
17665,"1",21053.119,2.105
17667,"1",92212.713,9.221
17669,"1",16084.608,1.608
17670,"1",10526.562,1.053
17681,"1",16674.109,1.667
17691,"1",152339.504,15.234
17710,"1",10947.665,1.095
17711,"1",17600.475,1.760
17720,"1",10189.751,1.019
17725,"1",151918.434,15.192
17759,"1",65601.627,6.560
17760,"1",12463.533,1.246
17769,"1",14989.911,1.499
17790,"1",16758.381,1.676
17792,"1",81854.825,8.185
17793,"1",111834.600,11.183
17795,"1",14484.667,1.448
17802,"1",119245.212,11.925
17820,"1",36127.337,3.613
17828,"1",15663.635,1.566
17847,"1",22232.260,2.223
17848,"1",45138.279,4.514
17849,"1",77897.175,7.790
17850,"1",23495.479,2.350
17851,"1",10610.876,1.061
17855,"1",13979.401,1.398
17877,"1",12379.349,1.238
17907,"1",11453.016,1.145
17954,"1",12295.178,1.230
17970,"1",16168.997,1.617
17989,"1",12295.198,1.230
17994,"1",272090.385,27.209
17997,"1",17769.092,1.777
17999,"1",16926.971,1.693
18000,"1",57349.337,5.735
18013,"1",14484.777,1.448
18058,"1",26106.328,2.611
18059,"1",13221.603,1.322
18084,"1",18779.688,1.878
18104,"1",48759.913,4.876
18105,"1",41433.296,4.143
18112,"1",11874.202,1.187
18144,"1",136089.547,13.609
18145,"1",18021.810,1.802
18146,"1",12295.267,1.230
18147,"1",99372.504,9.937
18149,"1",99288.146,9.929
18151,"1",11874.227,1.187
18156,"1",39327.994,3.933
18162,"1",13558.514,1.356
18206,"1",18779.837,1.878
18210,"1",23748.429,2.375
18212,"1",58444.722,5.844
18248,"1",16506.024,1.651
18249,"1",12295.330,1.230
18285,"1",10189.966,1.019
18291,"1",75287.931,7.529
18324,"1",82446.214,8.245
18326,"1",100720.382,10.072
18340,"1",138701.486,13.870
18366,"1",46065.601,4.607
18369,"1",23917.074,2.392
18377,"1",20801.116,2.080
18394,"1",41433.610,4.143
18398,"1",11032.186,1.103
18418,"1",249780.088,24.978
18428,"1",90194.126,9.019
18441,"1",17601.023,1.760
18458,"1",14906.123,1.491
18459,"1",19706.368,1.971
18479,"1",239423.893,23.942
18480,"1",84889.010,8.489
18481,"1",51455.666,5.146
18482,"1",10695.381,1.070
18485,"1",187546.909,18.755
18487,"1",21222.350,2.122
18488,"1",296519.412,29.652
18490,"1",15748.296,1.575
18495,"1",82531.137,8.253
18506,"1",14400.877,1.440
18527,"1",12127.056,1.213
18529,"1",51118.929,5.112
18531,"1",33349.392,3.335
18532,"1",17264.275,1.726
18537,"1",100215.998,10.022
18560,"1",13727.185,1.373
18578,"1",75878.475,7.588
18579,"1",22025493.970,2202.549
18582,"1",55498.254,5.550
18583,"1",14400.939,1.440
18617,"1",12127.131,1.213
18646,"1",209444.797,20.944
18647,"1",18443.362,1.844
18650,"1",14400.996,1.440
18658,"1",99880.019,9.988
18698,"1",260731.670,26.073
18713,"1",860499.796,86.050
18721,"1",113186.718,11.319
18727,"1",13222.007,1.322
18751,"1",248603.965,24.860
18752,"1",89605.813,8.961
18756,"1",10442.896,1.044
18772,"1",77984.473,7.798
18787,"1",24843.975,2.484
18793,"1",86489.923,8.649
18794,"1",14569.518,1.457
18835,"1",13727.392,1.373
18840,"1",21222.681,2.122
18844,"1",20633.185,2.063
18858,"1",221658.555,22.166
18860,"1",59878.361,5.988
18861,"1",102492.076,10.249
18862,"1",81016.613,8.102
18866,"1",12295.716,1.230
18895,"1",19370.006,1.937
18896,"1",173571.363,17.357
18899,"1",11116.713,1.112
18908,"1",11706.247,1.171
18910,"1",135168.492,13.517
18929,"1",2077092.593,207.709
18930,"1",236983.980,23.698
18931,"1",32339.484,3.234
18932,"1",99292.181,9.929
18934,"1",22401.880,2.240
18935,"1",11958.923,1.196
18940,"1",48340.836,4.834
18944,"1",421082.553,42.108
18958,"1",68216.216,6.822
18976,"1",26107.469,2.611
18977,"1",20212.273,2.021
18980,"1",50362.106,5.036
19013,"1",20438307.760,2043.831
19014,"1",31918.481,3.192
19033,"1",40087.828,4.009
19034,"1",10527.292,1.053
19036,"1",74532.937,7.453
19046,"1",10190.389,1.019
19048,"1",55246.974,5.525
19055,"1",175256.743,17.526
19069,"1",26107.617,2.611
19093,"1",582279.957,58.228
19099,"1",16927.877,1.693
19119,"1",143254.664,14.325
19120,"1",24675.974,2.468
19121,"1",18022.746,1.802
19126,"1",861284.583,86.128
19187,"1",65521.764,6.552
19188,"1",41519.784,4.152
19190,"1",38066.845,3.807
19213,"1",38740.453,3.874
19222,"1",62490.338,6.249
19242,"1",32171.568,3.217
19243,"1",11453.776,1.145
19244,"1",34950.836,3.495
19246,"1",355736.830,35.574
19282,"1",54068.513,5.407
19283,"1",322135.533,32.214
19284,"1",66111.837,6.611
19285,"1",12127.564,1.213
19287,"1",32592.804,3.259
19295,"1",13727.734,1.373
19306,"1",63332.559,6.333
19310,"1",10190.552,1.019
19317,"1",10190.529,1.019
19365,"1",12885.577,1.289
19381,"1",28971.489,2.897
19387,"1",34445.755,3.445
19395,"1",23918.290,2.392
19431,"1",95168.087,9.517
19432,"1",10611.696,1.061
19439,"1",46910.401,4.691
19442,"1",8308267.453,830.827
19471,"1",59037.916,5.904
19473,"1",13643.639,1.364
19476,"1",16591.348,1.659
19489,"1",209537.228,20.954
19505,"1",1469016.122,146.902
19509,"1",93399.817,9.340
19571,"1",10359.113,1.036
19595,"1",28382.217,2.838
19596,"1",12969.934,1.297
19597,"1",23834.413,2.383
19598,"1",11622.422,1.162
19600,"1",18781.152,1.878
19620,"1",43036.676,4.304
19621,"1",11454.010,1.145
19623,"1",26697.912,2.670
19625,"1",10527.588,1.053
19667,"1",932637.402,93.264
19668,"1",25013.553,2.501
19669,"1",880006.246,88.001
19670,"1",48848.066,4.885
19671,"1",16170.413,1.617
19674,"1",18612.795,1.861
19677,"1",20718.303,2.072
19682,"1",214087.787,21.409
19726,"1",38825.734,3.883
19727,"1",19286.597,1.929
19731,"1",10022.301,1.002
19738,"1",11369.856,1.137
19778,"1",18528.658,1.853
19779,"1",12296.304,1.230
19780,"1",14907.121,1.491
19783,"1",133489.819,13.349
19806,"1",12296.287,1.230
19820,"1",19286.609,1.929
19824,"1",539516.844,53.952
19828,"1",28382.573,2.838
19829,"1",292496.317,29.250
19850,"1",62491.999,6.249
19911,"1",23076.669,2.308
19919,"1",50701.279,5.070
19940,"1",102412.598,10.241
19961,"1",34446.670,3.445
19985,"1",21560.775,2.156
19987,"1",26024.513,2.602
19990,"1",34952.041,3.495
19991,"1",22824.103,2.282
20034,"1",52048.989,5.205
20050,"1",93570.383,9.357
20051,"1",11285.744,1.129
20054,"1",73525.638,7.353
20063,"1",12212.181,1.221
20090,"1",31414.826,3.141
20091,"1",17518.214,1.752
20095,"1",21392.400,2.139
20099,"1",16254.912,1.625
20131,"1",20887.116,2.089
20133,"1",17518.235,1.752
20137,"1",101066.367,10.107
20140,"1",30404.163,3.040
20159,"1",10696.254,1.070
20160,"1",14570.498,1.457
20162,"1",12717.593,1.272
20164,"1",19539.643,1.954
20178,"1",19708.080,1.971
20199,"1",13222.965,1.322
20200,"1",17265.639,1.727
20202,"1",100308.924,10.031
20204,"1",39163.536,3.916
20209,"1",29393.624,2.939
20212,"1",19960.775,1.996
20214,"1",13980.959,1.398
20230,"1",32762.549,3.276
20238,"1",27540.845,2.754
20253,"1",18947459.770,1894.746
20254,"1",25772.169,2.577
20255,"1",19792.358,1.979
20258,"1",12801.911,1.280
20288,"1",15918.087,1.592
20302,"1",11454.320,1.145
20317,"1",217966.906,21.797
20318,"1",174930.800,17.493
20319,"1",33941.878,3.394
20320,"1",31667.824,3.167
20321,"1",59798.182,5.980
20324,"1",16339.268,1.634
20325,"1",19539.704,1.954
20334,"1",28298.854,2.830
20363,"1",28383.196,2.838
20364,"1",34531.466,3.453
20365,"1",175182.889,17.518
20370,"1",15244.389,1.524
20411,"1",396431.215,39.643
20412,"1",46154.286,4.615
20413,"1",11791.269,1.179
20414,"1",59461.503,5.946
20425,"1",60724.461,6.072
20452,"1",38742.809,3.874
20453,"1",158086.913,15.809
20455,"1",11959.748,1.196
20457,"1",10780.599,1.078
20458,"1",11622.862,1.162
20467,"1",24761.626,2.476
20492,"1",25351.260,2.535
20497,"1",16928.948,1.693
20498,"1",95255.967,9.526
20505,"1",16844.741,1.684
20524,"1",48596.925,4.860
20525,"1",189922.683,18.992
20527,"1",18866.138,1.887
20528,"1",815700.281,81.570
20530,"1",19034.592,1.903
20545,"1",20550.618,2.055
20556,"1",20719.088,2.072
20564,"1",13812.708,1.381
20568,"1",25688.321,2.569
20574,"1",33015.771,3.302
20579,"1",16844.784,1.684
20587,"1",104016.569,10.402
20588,"1",11959.828,1.196
20590,"1",5870967.586,587.097
20612,"1",56767.072,5.677
20613,"1",57525.126,5.753
20614,"1",163647.152,16.365
20615,"1",15497.258,1.550
20618,"1",74117.070,7.412
20620,"1",23582.834,2.358
20621,"1",43122.718,4.312
20637,"1",62747.135,6.275
20651,"1",13223.219,1.322
20655,"1",302616.304,30.262
20658,"1",14991.967,1.499
20661,"1",11370.329,1.137
20668,"1",78749.787,7.875
20672,"1",76391.654,7.639
20692,"1",22824.886,2.282
20701,"1",22656.444,2.266
20702,"1",43375.775,4.338
20708,"1",54156.426,5.416
20715,"1",37058.899,3.706
20728,"1",42112.539,4.211
20757,"1",17518.867,1.752
20758,"1",25351.769,2.535
20759,"1",30826.253,3.083
20760,"1",10949.264,1.095
20763,"1",14907.845,1.491
20794,"1",40006.974,4.001
20795,"1",189084.454,18.908
20797,"1",13981.425,1.398
20816,"1",132569.853,13.257
20831,"1",48850.818,4.885
20850,"1",50872.206,5.087
20853,"1",65948.216,6.595
20854,"1",206604.197,20.660
20865,"1",12886.549,1.289
20884,"1",49356.167,4.936
20885,"1",45818.851,4.582
20927,"1",20045.809,2.005
20932,"1",10191.354,1.019
20957,"1",156321.976,15.632
20958,"1",35964.556,3.596
20960,"1",43460.782,4.346
20974,"1",82288.874,8.229
20993,"1",24678.280,2.468
20994,"1",42786.882,4.279
20995,"1",61316.586,6.132
20996,"1",11623.234,1.162
20997,"1",13897.356,1.390
20998,"1",86247.490,8.625
21026,"1",56178.771,5.618
21027,"1",7338029.854,733.803
21030,"1",262531.861,26.253
21035,"1",26952.496,2.695
21050,"1",17519.106,1.752
21051,"1",15076.574,1.508
21052,"1",53146.998,5.315
21057,"1",138215.326,13.822
21079,"1",68392.064,6.839
21081,"1",19540.617,1.954
21082,"1",30405.805,3.041
21085,"1",11875.996,1.188
21086,"1",121538.594,12.154
21096,"1",25436.524,2.544
21106,"1",52557.405,5.256
21138,"1",37986.361,3.799
21139,"1",90880.824,9.088
21167,"1",22235.984,2.224
21178,"1",56432.084,5.643
21179,"1",24847.044,2.485
21180,"1",106462.949,10.646
21182,"1",20888.383,2.089
21215,"1",13981.752,1.398
21216,"1",110337.178,11.034
21223,"1",42198.020,4.220
21228,"1",11960.323,1.196
21236,"1",46493.582,4.649
21237,"1",23331.064,2.333
21238,"1",32511.910,3.251
21270,"1",16340.246,1.634
21273,"1",1638435.331,163.844
21310,"1",32174.978,3.217
21311,"1",15161.041,1.516
21312,"1",10612.740,1.061
21314,"1",24763.004,2.476
21333,"1",13729.199,1.373
21334,"1",25352.615,2.535
21336,"1",45819.623,4.582
21340,"1",71846.323,7.185
21350,"1",12465.793,1.247
21375,"1",44640.982,4.464
21376,"1",28890.320,2.889
21377,"1",58454.435,5.845
21378,"1",93998.325,9.400
21404,"1",13308.090,1.331
21415,"1",11876.239,1.188
21432,"1",16003.418,1.600
21435,"1",15750.725,1.575
21453,"1",23499.879,2.350
21455,"1",18867.317,1.887
21467,"1",10612.857,1.061
21486,"1",166435.977,16.644
21487,"1",30743.456,3.074
21488,"1",648467.183,64.847
21515,"1",50874.333,5.087
21516,"1",11960.550,1.196
21517,"1",13982.042,1.398
21518,"1",50790.164,5.079
21533,"1",15161.273,1.516
21534,"1",11707.897,1.171
21535,"1",10191.768,1.019
21537,"1",35460.452,3.546
21576,"1",36976.747,3.698
21592,"1",23752.731,2.375
21625,"1",58960.917,5.896
21628,"1",838488.545,83.849
21634,"1",225060.934,22.506
21647,"1",115394.502,11.539
21651,"1",31754.639,3.175
21653,"1",24342.520,2.434
21675,"1",14992.974,1.499
21676,"1",401941.968,40.194
21681,"1",126175.983,12.618
21703,"1",389054.702,38.905
21705,"1",24089.883,2.409
21706,"1",25016.447,2.502
21728,"1",17351.461,1.735
21750,"1",15498.468,1.550
21758,"1",28806.936,2.881
21763,"1",13729.597,1.373
21764,"1",17267.286,1.727
21776,"1",31839.183,3.184
21795,"1",15330.020,1.533
21796,"1",28133.092,2.813
21798,"1",154731.460,15.473
21799,"1",201226.675,20.123
21807,"1",25858.799,2.586
21825,"1",30744.290,3.074
21830,"1",24848.124,2.485
21831,"1",144286.347,14.429
21832,"1",668024.150,66.802
21834,"1",16003.901,1.600
21838,"1",60477.821,6.048
21859,"1",89031.785,8.903
21870,"1",70080.247,7.008
21875,"1",41104.712,4.110
21885,"1",10781.631,1.078
21930,"1",90464.198,9.046
21937,"1",12466.272,1.247
21949,"1",107563.324,10.756
21958,"1",36135.360,3.614
21992,"1",80441.060,8.044
21994,"1",12466.339,1.247
22005,"1",11287.080,1.129
22009,"1",22658.350,2.266
22027,"1",35714.152,3.571
22035,"1",18194.126,1.819
22040,"1",261201.357,26.120
22044,"1",14993.323,1.499
22064,"1",27880.859,2.788
22066,"1",13982.529,1.398
22107,"1",120787.961,12.079
22111,"1",32176.686,3.218
22121,"1",13392.952,1.339
22138,"1",36051.516,3.605
22142,"1",12719.120,1.272
22162,"1",60478.998,6.048
22203,"1",12634.911,1.263
22204,"1",20805.446,2.081
22205,"1",13729.952,1.373
22206,"1",28639.150,2.864
22208,"1",80189.605,8.019
22218,"1",18025.834,1.803
22223,"1",35798.924,3.580
22251,"1",49781.726,4.978
22273,"1",60226.502,6.023
22274,"1",26028.035,2.603
22282,"1",52982.574,5.298
22302,"1",24848.788,2.485
22315,"1",21479.527,2.148
22321,"1",10950.344,1.095
22333,"1",17352.084,1.735
22344,"1",13224.643,1.322
22354,"1",61574.365,6.157
22364,"1",27628.557,2.763
22365,"1",67218.173,6.722
22367,"1",35378.085,3.538
22408,"1",20805.714,2.081
22427,"1",11118.883,1.112
22428,"1",26280.932,2.628
22447,"1",10444.979,1.044
22450,"1",478188.261,47.819
22462,"1",30408.447,3.041
22463,"1",25775.533,2.578
22520,"1",25017.499,2.502
22527,"1",88361.412,8.836
22559,"1",152884.812,15.288
22561,"1",33356.713,3.336
22592,"1",44054.583,4.405
22594,"1",61659.342,6.166
22597,"1",130730.853,13.073
22598,"1",14993.720,1.499
22600,"1",10445.084,1.045
22603,"1",13477.513,1.348
22608,"1",10950.468,1.095
22610,"1",94594.827,9.459
22635,"1",19458.153,1.946
22638,"1",24343.772,2.434
22640,"1",157854.353,15.785
22667,"1",33609.584,3.361
22671,"1",265250.569,26.525
22672,"1",53152.065,5.315
22673,"1",101839.314,10.184
22674,"1",54415.491,5.442
22676,"1",10192.417,1.019
22677,"1",11708.605,1.171
22689,"1",10445.117,1.045
22741,"1",17689.343,1.769
22742,"1",19710.995,1.971
22746,"1",71852.365,7.185
22748,"1",50625.137,5.063
22778,"1",17520.890,1.752
22779,"1",11371.752,1.137
22783,"1",26281.353,2.628
22785,"1",157687.867,15.769
22834,"1",23248.877,2.325
22835,"1",55763.658,5.576
22836,"1",82297.857,8.230
22845,"1",99649.786,9.965
22849,"1",18531.802,1.853
22889,"1",12551.121,1.255
22906,"1",30577.573,3.058
22921,"1",53321.121,5.332
22922,"1",12888.083,1.289
22939,"1",20300.752,2.030
22993,"1",130733.413,13.073
23008,"1",17099.967,1.710
23011,"1",11371.878,1.137
23012,"1",257169.603,25.717
23019,"1",21311.709,2.131
23047,"1",43549.993,4.355
23051,"1",120204.054,12.020
23053,"1",13477.790,1.348
23073,"1",61660.925,6.166
23074,"1",428926.484,42.893
23077,"1",13983.243,1.398
23078,"1",15667.982,1.567
23079,"1",31083.199,3.108
23080,"1",11961.571,1.196
23139,"1",128038.904,12.804
23151,"1",376365.107,37.637
23176,"1",52310.973,5.231
23177,"1",40349.391,4.035
23196,"1",82130.482,8.213
23214,"1",26787.267,2.679
23215,"1",18279.372,1.828
23217,"1",25355.327,2.536
23219,"1",15246.876,1.525
23221,"1",292718.762,29.272
23229,"1",12804.002,1.280
23253,"1",10950.811,1.095
23255,"1",42792.315,4.279
23257,"1",4014672.646,401.467
23258,"1",41781.475,4.178
23261,"1",13562.179,1.356
23287,"1",151541.439,15.154
23297,"1",23670.592,2.367
23298,"1",22322.812,2.232
23300,"1",29230.248,2.923
23325,"1",34452.986,3.445
23347,"1",10529.673,1.053
23351,"1",24007.592,2.401
23353,"1",14741.542,1.474
23354,"1",26534.778,2.653
23387,"1",84826.759,8.483
23401,"1",11709.007,1.171
23424,"1",11119.348,1.112
23431,"1",15920.906,1.592
23432,"1",19374.683,1.937
23435,"1",10613.946,1.061
23436,"1",16594.813,1.659
23463,"1",28725.056,2.873
23481,"1",25860.974,2.586
23486,"1",12888.390,1.289
23491,"1",23333.798,2.333
23541,"1",43045.702,4.305
23544,"1",171423.564,17.142
23547,"1",64442.188,6.444
23552,"1",29062.153,2.906
23555,"1",13899.308,1.390
23566,"1",13646.615,1.365
23574,"1",51301.053,5.130
23579,"1",37485.958,3.749
23609,"1",14404.751,1.440
23611,"1",202592.006,20.259
23613,"1",12298.815,1.230
23614,"1",11624.898,1.162
23615,"1",35801.286,3.580
23616,"1",13730.846,1.373
23617,"1",1002748.132,100.275
23623,"1",10951.000,1.095
23675,"1",21059.670,2.106
23700,"1",2909238.908,290.924
23706,"1",12467.341,1.247
23707,"1",35464.485,3.546
23731,"1",14236.368,1.424
23733,"1",20806.955,2.081
23737,"1",14826.033,1.483
23776,"1",21733.636,2.173
23785,"1",43551.428,4.355
23792,"1",20301.608,2.030
23803,"1",30241.772,3.024
23818,"1",30578.763,3.058
23820,"1",18027.160,1.803
23821,"1",100496.804,10.050
23854,"1",11961.989,1.196
23856,"1",18279.900,1.828
23863,"1",42709.262,4.271
23864,"1",22744.557,2.274
23869,"1",19038.125,1.904
23890,"1",49279.867,4.928
23892,"1",15752.790,1.575
23929,"1",115744.809,11.574
23930,"1",90557.364,9.056
23938,"1",17100.629,1.710
23962,"1",90809.145,9.081
23963,"1",36896.846,3.690
23964,"1",564147.916,56.415
23969,"1",239152.481,23.915
23981,"1",24345.208,2.435
24018,"1",11035.402,1.104
24021,"1",3044997.805,304.500
24023,"1",38076.238,3.808
24031,"1",22913.169,2.291
24068,"1",16763.764,1.676
24070,"1",16258.318,1.626
24071,"1",20638.816,2.064
24072,"1",143544.480,14.354
24073,"1",1276292.683,127.629
24079,"1",204279.752,20.428
24102,"1",12972.994,1.297
24110,"1",26619.821,2.662
24111,"1",24176.939,2.418
24113,"1",24935.091,2.494
24114,"1",41361.843,4.136
24142,"1",23334.558,2.333
24153,"1",234352.496,23.435
24179,"1",144639.744,14.464
24180,"1",163678.632,16.368
24182,"1",108585.300,10.859
24190,"1",18532.906,1.853
24193,"1",75900.228,7.590
24200,"1",17690.469,1.769
24245,"1",31104421.060,3110.442
24246,"1",43215.287,4.322
24247,"1",14910.581,1.491
24252,"1",26788.494,2.679
24264,"1",477050.821,47.705
24272,"1",52060.624,5.206
24273,"1",33780.452,3.378
24275,"1",28978.715,2.898
24279,"1",11119.777,1.112
24281,"1",2083955.504,208.396
24283,"1",63264.464,6.326
24284,"1",69919.508,6.992
24297,"1",46837.735,4.684
24298,"1",16679.663,1.668
24305,"1",827320.715,82.732
24317,"1",17522.064,1.752
24333,"1",41446.410,4.145
24336,"1",23334.668,2.333
24347,"1",51049.982,5.105
24361,"1",10193.152,1.019
24393,"1",125265.807,12.527
24410,"1",14826.420,1.483
24411,"1",10951.349,1.095
24415,"1",13057.369,1.306
24458,"1",19207.002,1.921
24459,"1",47090.730,4.709
24460,"1",265358.016,26.536
24463,"1",11962.276,1.196
24486,"1",296103.485,29.610
24494,"1",2762906.258,276.291
24504,"1",19796.714,1.980
24506,"1",1387664.578,138.766
24513,"1",12046.527,1.205
24537,"1",16005.860,1.601
24561,"1",20049.485,2.005
24562,"1",17101.015,1.710
24563,"1",11793.826,1.179
24564,"1",12467.745,1.247
24565,"1",10951.416,1.095
24568,"1",16427.080,1.643
24570,"1",11878.061,1.188
24576,"1",10361.700,1.036
24651,"1",41446.843,4.145
24652,"1",22745.292,2.275
24669,"1",22239.821,2.224
24670,"1",10530.258,1.053
24683,"1",67477.494,6.748
24708,"1",12720.551,1.272
24718,"1",152645.892,15.265
24720,"1",27884.023,2.788
24721,"1",27294.422,2.729
24722,"1",55683.739,5.568
24725,"1",23250.810,2.325
24726,"1",13057.522,1.306
24728,"1",26704.705,2.670
24729,"1",11962.384,1.196
24730,"1",124003.916,12.400
24740,"1",12215.098,1.222
24745,"1",120802.527,12.080
24764,"1",289117.132,28.912
24765,"1",72363.931,7.236
24767,"1",13815.691,1.382
24768,"1",69499.717,6.950
24808,"1",50966.432,5.097
24809,"1",202516.197,20.252
24811,"1",93592.509,9.359
24812,"1",54336.146,5.434
24813,"1",14742.419,1.474
24847,"1",41868.468,4.187
24848,"1",85253.401,8.525
24849,"1",20049.736,2.005
24852,"1",16932.742,1.693
24853,"1",69920.876,6.992
24854,"1",22829.724,2.283
24863,"1",32264.882,3.226
24865,"1",122319.385,12.232
24870,"1",13478.799,1.348
24884,"1",11456.991,1.146
24898,"1",15837.595,1.584
24906,"1",50040.000,5.004
24908,"1",21734.595,2.173
24909,"1",27041.917,2.704
24911,"1",34623.671,3.462
24912,"1",19038.829,1.904
24913,"1",22408.534,2.241
24918,"1",64613.634,6.461
24925,"1",10951.567,1.095
24960,"1",23335.204,2.334
24976,"1",10193.380,1.019
24977,"1",40099.575,4.010
24981,"1",34539.571,3.454
24984,"1",26957.694,2.696
24987,"1",32686.233,3.269
24997,"1",19712.835,1.971
25002,"1",113726.812,11.373
25022,"1",380101.917,38.010
25061,"1",155764.013,15.576
25065,"1",38246.250,3.825
25086,"1",40689.373,4.069
25097,"1",44227.610,4.423
25117,"1",22324.433,2.232
25141,"1",22240.271,2.224
25144,"1",10783.155,1.078
25147,"1",24346.258,2.435
25169,"1",11962.579,1.196
25206,"1",12636.528,1.264
25209,"1",13984.432,1.398
25248,"1",19039.058,1.904
25251,"1",12889.313,1.289
25252,"1",24346.412,2.435
25254,"1",20218.430,2.022
25259,"1",199656.035,19.966
25260,"1",28474.365,2.847
25262,"1",334948.267,33.495
25281,"1",17522.654,1.752
25288,"1",21313.681,2.131
25289,"1",19965.821,1.997
25290,"1",66131.112,6.613
25291,"1",33107.767,3.311
25299,"1",12468.107,1.247
25302,"1",17522.738,1.752
25336,"1",88118.899,8.812
25347,"1",47176.502,4.718
25348,"1",103114.174,10.311
25349,"1",27463.529,2.746
25350,"1",81042.451,8.104
25351,"1",19881.579,1.988
25352,"1",21313.691,2.131
25353,"1",25610.197,2.561
25354,"1",33697.554,3.370
25355,"1",73376.401,7.338
25380,"1",11962.661,1.196
25421,"1",139338.861,13.934
25465,"1",19291.842,1.929
25466,"1",16764.598,1.676
25467,"1",12299.680,1.230
25468,"1",20892.597,2.089
25469,"1",18281.017,1.828
25480,"1",14153.061,1.415
25494,"1",11878.457,1.188
25502,"1",15837.915,1.584
25529,"1",17775.524,1.778
25531,"1",24936.352,2.494
25539,"1",56696.513,5.670
25584,"1",34456.046,3.446
25587,"1",20387.219,2.039
25588,"1",20302.943,2.030
25590,"1",88877.641,8.888
25593,"1",16848.944,1.685
25602,"1",107073.999,10.707
25650,"1",28474.697,2.847
25696,"1",21566.744,2.157
25698,"1",39932.115,3.993
25704,"1",29401.488,2.940
25714,"1",12299.797,1.230
25721,"1",32602.857,3.260
25726,"1",15248.355,1.525
25727,"1",19207.881,1.921
25728,"1",19207.879,1.921
25737,"1",315158.398,31.516
25764,"1",87951.715,8.795
25765,"1",27295.359,2.730
25786,"1",17101.815,1.710
25835,"1",30159.798,3.016
25836,"1",34877.603,3.488
25841,"1",26958.512,2.696
25859,"1",648512.280,64.851
25896,"1",147765.691,14.777
25897,"1",354668.593,35.467
25900,"1",13226.562,1.323
25918,"1",29991.411,2.999
25919,"1",10362.222,1.036
25924,"1",13479.307,1.348
25927,"1",10025.245,1.003
25959,"1",4150574.767,415.057
26012,"1",12973.892,1.297
26022,"1",27801.165,2.780
26023,"1",26705.896,2.671
26028,"1",15754.019,1.575
26064,"1",34456.576,3.446
26072,"1",14153.303,1.415
26074,"1",14490.322,1.449
26105,"1",60403.953,6.040
26130,"1",15248.525,1.525
26131,"1",100842.238,10.084
26133,"1",75989.424,7.599
26134,"1",11288.981,1.129
26136,"1",25105.361,2.511
26180,"1",20471.781,2.047
26181,"1",500164.284,50.016
26182,"1",57455.752,5.746
26183,"1",19629.378,1.963
26184,"1",11962.974,1.196
26186,"1",19292.413,1.929
26187,"1",30075.956,3.008
26191,"1",218280.742,21.828
26199,"1",11962.995,1.196
26201,"1",29823.133,2.982
26236,"1",13984.911,1.398
26238,"1",97725.484,9.773
26246,"1",15754.092,1.575
26272,"1",25695.232,2.570
26274,"1",49284.198,4.928
26275,"1",16259.615,1.626
26277,"1",721474.753,72.147
26279,"1",223754.752,22.375
26280,"1",59056.728,5.906
26282,"1",14069.221,1.407
26312,"1",74557.988,7.456
26313,"1",71778.097,7.178
26314,"1",28475.403,2.848
26316,"1",48947.157,4.895
26317,"1",20977.479,2.098
26318,"1",35467.825,3.547
26319,"1",14490.469,1.449
26320,"1",10446.615,1.045
26326,"1",473295.974,47.330
26328,"1",13142.514,1.314
26331,"1",55265.655,5.527
26332,"1",11204.853,1.120
26385,"1",60573.343,6.057
26386,"1",1956595.586,195.660
26387,"1",27633.022,2.763
26388,"1",41786.410,4.179
26389,"1",13900.760,1.390
26390,"1",19713.820,1.971
26391,"1",10699.381,1.070
26392,"1",213479.668,21.348
26395,"1",22578.197,2.258
26440,"1",15838.492,1.584
26443,"1",13732.279,1.373
26444,"1",33951.588,3.395
26472,"1",111542.599,11.154
26481,"1",86015.928,8.602
26505,"1",14827.504,1.483
26508,"1",13985.092,1.399
26510,"1",90312.771,9.031
26511,"1",27043.395,2.704
26538,"1",24094.689,2.409
26549,"1",10446.691,1.045
26550,"1",65881.508,6.588
26551,"1",69588.116,6.959
26552,"1",35299.613,3.530
26556,"1",22157.108,2.216
26559,"1",74306.287,7.431
26567,"1",30160.570,3.016
26597,"1",19292.705,1.929
26610,"1",2431749.635,243.175
26611,"1",33951.790,3.395
26612,"1",331425.811,33.143
26613,"1",24516.072,2.452
26614,"1",16007.078,1.601
26622,"1",26116.715,2.612
26629,"1",27296.252,2.730
26667,"1",21061.979,2.106
26678,"1",257374.592,25.737
26694,"1",18450.234,1.845
26731,"1",35299.761,3.530
26754,"1",452153.314,45.215
26759,"1",42629.406,4.263
26787,"1",41365.725,4.137
26788,"1",14743.417,1.474
26789,"1",34962.876,3.496
26790,"1",44482.872,4.448
26851,"1",102530.065,10.253
26854,"1",13648.232,1.365
26860,"1",105815.612,10.582
26861,"1",50043.431,5.004
26886,"1",50633.247,5.063
26891,"1",20556.559,2.056
26900,"1",13311.256,1.331
26914,"1",81973.394,8.197
26916,"1",39428.268,3.943
26917,"1",56614.672,5.661
26918,"1",10109.831,1.011
26919,"1",223003.485,22.300
26923,"1",21483.349,2.148
26941,"1",210114.919,21.011
26948,"1",116599.267,11.660
26949,"1",13395.551,1.340
